SNOMED_CID,SNOMED_FSN,SNOMED_ENTITY,UMLS_CUI
2055003,Recurrent erosion of cornea ,disorder,C0155119
230698000,Lacunar infarction ,disorder,C0333559
33927004,Hypogonadotropic hypogonadism ,disorder,C0271623
48123002,Contusion of wrist ,disorder,C0160943
109245003,Cellulitis of periorbital region ,disorder,C0149754
111224002,Derangement of meniscus of knee joint ,disorder,C0559036
116859006,Transfusion of blood product ,procedure,C0005841
125593007,Injury of face ,disorder,C0015459
131078003,Decreased testosterone level ,finding,C1295654
16644004,Radial neuropathy ,disorder,C0748226
194005002,Orbital cellulitis ,disorder,C0149507
195029002,Cardiomyopathy associated with another disorder ,disorder,C1689817
208892001,Closed traumatic dislocation of hip ,disorder,C0434662
210323002,Open wound of scalp ,disorder,C0392120
238389005,Boils of multiple sites ,disorder,C0343020
271823003,Tachypnea ,finding,C0231835
274085008,Tonsil carcinoma ,disorder,C0558355
274141009,Tendon contracture ,disorder,C0158350
275453008,Foreign body - finger ,disorder,C0555977
280816001,Facial palsy ,disorder,C0015469
29717002,Premature beats ,disorder,C0340464
298772001,Shoulder joint deformity ,finding,C0575544
30233002,Swallowing painful ,finding,C0221150
308546005,Dissection of aorta ,disorder,C0340643
30880003,Trabeculectomy ab externo ,procedure,C3263686
3502005,Cervical lymphadenitis ,disorder,C0149642
37214009,Alternating exotropia ,disorder,C0152207
38160000,Abnormal voice ,finding,C1527340
392481002,Chandler syndrome ,disorder,C0544008
39423001,Stuttering ,finding,C0038506
417357006,Sickling disorder due to hemoglobin S ,disorder,C0002895
42116007,Prolapse of vaginal vault after hysterectomy ,disorder,C0156354
428090004,Mass of urinary bladder ,finding,C0238775
429011007,Family history of malignant neoplasm of lung ,situation,C0728711
43144004,Cyst of jaw ,disorder,C0022361
43240000,Diarrhea of presumed infectious origin ,disorder,C0152522
444735002,Instability of pelvic floor ,disorder,C2919586
444899003,Pain in forearm ,finding,C0239667
46578006,Lumbosacral radiculitis ,disorder,C0263898
4854004,Acquired hemolytic anemia ,disorder,C0002879
48721008,Quadriplegic cerebral palsy ,disorder,C0393995
50127006,Tibialis tendinitis ,disorder,C0158321
53295002,Chronic otitis externa ,disorder,C0151217
59883002,Cellulitis of abdominal wall ,disorder,C0263145
6025007,Laparoscopic appendectomy ,procedure,C0372525
67754003,Aortic valve sclerosis ,disorder,C1455780
79733001,Amputation above-knee ,procedure,C0002691
81642009,Disorder due to and following spinal cord injury ,disorder,C0160797
88850006,Chronic pansinusitis ,disorder,C0155827
90128006,Photosensitivity ,finding,C0349506
92401003,Benign neoplasm of soft tissues of upper limb ,disorder,C0684699
104374007,"Hepatitis A virus antibody, total measurement ",procedure,C0523362
10893003,Tuberculous adenitis ,disorder,C0041316
109266006,Melanoma in situ of skin ,disorder,C0346040
1145155005,Lead and/or lead compound poisoning ,disorder,C0023176
1156014009,Acquired deformity of hip joint ,disorder,C5547778
1156015005,Acquired deformity of hip region ,disorder,C5547779
15848008,Noninflammatory disorder of broad ligament ,disorder,C0269175
161671001,History of liver recipient ,situation,C0455647
17433009,Ruptured ectopic pregnancy ,disorder,C0392534
17759006,Rheumatic aortic stenosis with regurgitation ,disorder,C0155569
182678001,Allergen immunotherapy ,regime/therapy,C0162352
191938005,Nondependent mixed drug abuse in remission ,disorder,C0338676
194727002,Non-rheumatic mitral valve stenosis ,disorder,C0349075
197604006,Nephrotic syndrome in amyloidosis ,disorder,C0341687
197794008,Staghorn calculus ,disorder,C0333014
201340008,Pigmented skin lesion ,disorder,C0262595
206345004,Neonatal dacryocystitis and conjunctivitis ,disorder,C0027611
212454006,Traumatic rupture of lumbar intervertebral disc ,disorder,C0451891
217839002,Accidentally struck by falling object ,event,C0261695
218247007,Late effect of motor vehicle accident ,disorder,C0481354
22668006,Subglottic stenosis ,disorder,C0238441
232147001,Anisometropic amblyopia ,disorder,C0339696
232658009,Double lung transplant ,procedure,C0396599
23268009,Malingering ,finding,C0024630
237138004,Menopause ovarian failure ,disorder,C0341868
243306000,Ureteroileostomy ,procedure,C2243013
247442005,Broken skin ,disorder,C0150077
25766007,Mixed receptive-expressive language disorder ,disorder,C0236827
268479002,Incomplete placenta at delivery ,finding,C0426228
269183000,"Open wound of foot, excluding toe",s,C0555297
269716005,Accident caused by machinery ,event,C0261712
271428004,"Schizoaffective disorder, manic type ",disorder,C0349199
271481007,Hemangioma of skin and subcutaneous tissue ,disorder,C0154049
271687003,Swelling of scrotum ,finding,C0282005
276444007,Generalized pruritus ,finding,C0475858
278853003,Acute schizophrenia-like psychotic disorder ,disorder,C0349709
279066007,Foot joint pain ,finding,C0458239
28154007,Abnormal female sexual function ,finding,C0278100
28189009,Mobitz type II atrioventricular block ,disorder,C0155700
282026002,Soft tissue injury ,disorder,C0037578
285055002,Does use hearing aid ,finding,C0562961
292196008,Antineoplastic adverse reaction ,disorder,C0569491
298349001,Soft tissue swelling ,finding,C0037580
301345002,Difficulty sleeping ,finding,C0235162
309538000,Numbness of foot ,finding,C0239649
314966008,Local recurrence of malignant tumor of rectum ,disorder,C1282479
34227000,Computed tomography of brain ,procedure,C0412585
34711008,Traction detachment of retina ,disorder,C0154828
38941006,Neuroleptic-induced tardive dyskinesia ,disorder,C0543891
395692003,Benign paraproteinemia ,disorder,C1273099
399165002,Burning mouth syndrome ,disorder,C0006430
402818009,Basal cell carcinoma of nose ,disorder,C1274258
409673008,Alanine aminotransferase ,serum glutamic-pyruvic transaminase,C1443982
414581006,Laryngopharyngeal reflux ,disorder,C1168250
418576007,Harvesting of peripheral blood stem cells ,procedure,C0457411
423683008,Refractory migraine with aura ,disorder,C1827052
43381005,Passive smoker ,finding,C0425309
440028005,Permanent atrial fibrillation ,disorder,C2586056
441924001,Gestational age unknown ,finding,C2711812
441980007,Complete quadriplegia due to spinal cord lesion between fifth and seventh cervical vertebra ,disorder,C2711606
443333004,Medulloblastoma ,disorder,C0025149
443937008,Mixed glioma ,disorder,C0259783
45356009,Closed fracture of one rib ,disorder,C0159618
4661003,Calculus of bile duct with obstruction ,disorder,C0267871
46894009,"Gestational diabetes mellitus, class A>2< ",disorder,C0271663
49120005,Retroperitoneal fibrosis ,disorder,C0035357
53043001,Primary idiopathic dilated cardiomyopathy ,disorder,C1449563
53267002,Brain injury without open intracranial wound AND with loss of consciousness ,disorder,C0272934
55804002,"History and physical examination, administrative ",procedure,C0199197
58949002,Tubo-ovarian abscess ,disorder,C0041343
609428000,Fetal damage from maternal infectious disorder ,disorder,C3662247
62382002,"Calcinosis, Raynaud's phenomenon, sclerodactyly, and telangiectasia syndrome ",disorder,C1527226
64228003,Paralysis of diaphragm ,disorder,C4551685
64455005,Fracture of acetabulum ,disorder,C0347804
64552006,Noninflammatory disorder of fallopian tube ,disorder,C0269165
65587001,Congenital anomaly of cerebrovascular system ,disorder,C0158638
719860006,Acute infectious conjunctivitis ,disorder,C4304387
73998008,Prolapse of female genital organs ,disorder,C0156349
75148009,Employment problem ,finding,C2919140
75993002,Atrophic vulvovaginitis ,disorder,C0149836
767658000,Neutropenia due to and following chemotherapy ,disorder,C4708168
78737005,Frontal sinusitis ,disorder,C0016735
79734007,Noninflammatory disorder of ovary ,disorder,C0269151
80402001,Insertion of implantable venous access port ,procedure,C0191115
80585000,Intolerant of cold ,finding,C0009269
82353009,Congenital infectious disease ,disorder,C0275544
93934004,Primary malignant neoplasm of ovary ,disorder,C1306468
428883008,Rupture of tendon of biceps ,disorder,C0347952
429513001,Rupture of Achilles tendon ,disorder,C0263970
85828009,Autoimmune disease ,disorder,C0004364
116241004,Pancreaticoduodenectomy ,procedure,C0085162
118944007,Disorder of shoulder region ,disorder,C1290859
14366000,Exposure keratoconjunctivitis ,disorder,C0339295
15220000,Laboratory test ,procedure,C0022885
15258001,Subclavian steal syndrome ,disorder,C0038531
171007003,Counseling for bereavement ,procedure,C0474162
193030005,Migraine variants ,disorder,C0042331
194118007,Partial oculomotor nerve palsy ,disorder,C0271370
197928006,Chronic urinary tract infection ,disorder,C0262421
217710005,Congenital iodine deficiency syndrome ,disorder,C3165526
235719002,Intolerance to food ,finding,C0149696
238192002,Repair of ventral hernia ,procedure,C0019334
249939004,Proximal muscle weakness ,finding,C0221629
253185002,Chiari malformation type I ,disorder,C0750929
266158001,Candida intertrigo ,disorder,C0014718
267022002,General symptom ,finding,C0159028
268360001,Visual testing ,procedure,C0042793
274668005,Non-cardiac chest pain ,finding,C0476281
278257006,Peripheral blood stem cell graft ,procedure,C0242602
282776008,Injury of toe ,disorder,C0560641
28769004,Osteomyelitis of ankle AND/OR foot ,disorder,C0264029
29164008,Disturbance in speech ,finding,C0233715
299037003,Swelling of hand ,finding,C0575805
363458004,Malignant tumor of ureter ,disorder,C0153619
371434005,History of alcohol abuse ,situation,C0221628
399122003,Swallowing problem ,finding,C0392678
409623005,Respiratory insufficiency ,disorder,C0035229
414603003,Leukoplakia of oral mucosa ,disorder,C0023532
441630004,Aphasia as late effect of cerebrovascular disease ,disorder,C0489985
447894003,Sepsis caused by Staphylococcus ,disorder,C3164254
4598005,Osteomalacia ,disorder,C0029442
49346003,Closed fracture of orbital floor ,blow-out,C0339150
49699002,Rheumatic disease of tricuspid valve ,disorder,C0264776
68226007,Acute cystitis ,disorder,C0149523
75817003,Cellulitis of breast ,disorder,C0392003
82196007,Vascular insufficiency of intestine ,disorder,C2004435
91109007,Gastric varices ,disorder,C0017145
94360002,Secondary malignant neoplasm of kidney ,disorder,C0153685
95677002,Disorder of vision ,disorder,C0042790
107938000,Small intestine excision ,procedure,C0192601
1085006,Candidiasis of vulva ,disorder,C0276683
109728009,Defective dental restoration ,finding,C1290739
110270004,Sequela of infection caused by Human poliovirus ,disorder,C0362050
1197600008,Closed anterior dislocation of glenohumeral joint ,disorder,C0159917
11999007,Inactive tuberculosis ,disorder,C1609538
125596004,Injury of elbow ,disorder,C0149674
125651003,Open wound of wrist ,disorder,C0432966
126713003,Neoplasm of lung ,disorder,C0024121
126906006,Neoplasm of prostate ,disorder,C0033578
127225006,Chronic myelomonocytic leukemia ,disorder,C0023480
133864008,Lithotripsy ,procedure,C0023878
13714004,Arthroscopy ,procedure,C0003904
161548009,History of urinary stone ,situation,C0455557
171387006,School admission medical examination ,procedure,C0420121
188239000,Malignant tumor of trigone of urinary bladder ,disorder,C0496826
191997003,Persistent insomnia ,disorder,C0393758
19267009,Lupus anticoagulant disorder ,disorder,C0311370
195176009,Non-traumatic intracranial subdural hemorrhage ,disorder,C0265080
197247001,Enterocutaneous fistula ,disorder,C0341318
197926005,Postoperative urinary tract infection ,disorder,C0403709
198319004,Enlarged uterus ,finding,C0151994
2032001,Cerebral edema ,disorder,C0006114
203936004,Lumbar spina bifida with hydrocephalus ,disorder,C0431319
204357006,Ebstein's anomaly of tricuspid valve ,disorder,C0013481
208634001,Closed fracture distal tibia ,disorder,C0435884
21584002,Syndrome of infant of diabetic mother ,disorder,C0270221
218246003,Late effect of accidental injury ,disorder,C0176005
228146008,Personal care impairment ,finding,C0556279
228147004,Gross motor impairment ,finding,C0556280
230297002,Multiple system atrophy ,disorder,C0393571
231477003,Dependence on diamorphine ,disorder,C0019337
232350006,Allergy to dust mite protein ,finding,C0339808
23238000,Common variable agammaglobulinemia ,disorder,C0009447
236258004,Needle biopsy of prostate ,procedure,C0401640
237632004,Hypoglycemic event due to diabetes ,disorder,C0342312
26636000,Sudden death ,event,C0011071
268017000,Acute osteomyelitis of ankle and/or foot ,disorder,C0264039
269476000,Nodular lymphoma ,disorder,C0024301
271903000,History of pregnancy ,situation,C0032967
274724004,Localized edema ,finding,C0013609
275335003,Ruptured Achilles tendon - traumatic ,disorder,C0555311
275538002,History of anemia ,situation,C0559154
276079004,Partnership problems ,finding,C0555003
283782004,Cat bite - wound ,disorder,C0561644
289917002,History of bladder neoplasm ,situation,C0567322
2929001,Occlusion of artery ,disorder,C0264995
300513000,Lesion of penis ,finding,C0149751
301864002,Transient synovitis of hip ,disorder,C0149908
302111002,Ileostomy present ,finding,C1281553
302847003,Rhabdomyosarcoma ,disorder,C0035412
307649006,Microglioma ,disorder,C0280803
31446002,"Bipolar I disorder, most recent episode hypomanic ",disorder,C0236765
314965007,Local recurrence of malignant tumor of colon ,disorder,C1282478
315353005,Posterior subcapsular cataract ,disorder,C0858617
31932005,Tympanomastoidectomy ,procedure,C0198161
35183001,Acute transudative otitis media ,disorder,C0271432
35874009,Normal labor ,finding,C0233081
359648001,"Acute myeloid leukemia with maturation, FAB M2 ",disorder,C1879321
371060002,Visual loss after cataract extraction ,disorder,C1299615
37151006,Erythromelalgia ,disorder,C0014804
372140005,Carcinoma of gallbladder ,disorder,C0235782
398049005,Mixed collagen vascular disease ,disorder,C0026272
40068008,Hydroureteronephrosis ,disorder,C0268804
40122008,Pneumoconiosis ,disorder,C0032273
407451003,Herpes simplex type 1 infection ,disorder,C1318711
41788008,Hereditary factor IX deficiency disease ,disorder,C0008533
424647005,Cramp in limb ,finding,C0010263
426263006,Congestive heart failure due to left ventricular systolic dysfunction ,disorder,C1961050
426508001,Ileal pouchitis ,disorder,C1960174
430347001,Diverticulitis of cecum ,disorder,C2315450
441456002,Polyp ,disorder,C0032584
441547007,History of chronic urinary tract infection ,situation,C2711374
441975003,Mass of tongue ,finding,C0241436
445493000,Closed fracture of vault of skull ,disorder,C2063042
45154002,Glycosuria ,finding,C0017979
49706007,Neonatal acne ,disorder,C0263437
56060000,Repair of musculotendinous cuff of shoulder ,procedure,C0186666
56578002,Moderate smoker ,20 or less per day,C0337668
56713002,Dysfunction of eustachian tube ,disorder,C0271468
58411009,Broken tooth with complication ,disorder,C0273287
60331006,Abnormal auditory perception ,disorder,C0375257
61462000,Malaria ,disorder,C0024530
62507009,Pins and needles ,finding,C0423572
63988001,Intermittent exotropia ,disorder,C0423062
64109004,Costal chondritis ,disorder,C0040213
64121000,Peptic ulcer with hemorrhage ,disorder,C0030922
66123000,Ulcer on tongue ,disorder,C0235351
66569006,Retained dental root ,disorder,C0155952
68019004,Recurrent major depression in remission ,disorder,C0270477
70204006,Closed fracture of fifth metatarsal bone ,disorder,C0272790
74142004,Feeding disorder of infancy OR early childhood ,disorder,C0236812
7456000,Poisoning caused by wasp sting ,disorder,C0275120
76105009,Cyclothymia ,disorder,C0010598
8220004,Endocervical polyp ,disorder,C0014126
82470000,Muscle fasciculation ,finding,C0015644
86481000,Laparotomy ,procedure,C0023038
87049008,Disorder of phosphorus metabolism ,disorder,C0031707
87513003,Herpes zoster ophthalmicus ,disorder,C0019364
88151007,Keratoconjunctivitis ,disorder,C0022573
89700002,Shoulder girdle dystocia ,disorder,C0269825
897004000,Esophageal varices due to cirrhosis of liver ,disorder,C5438337
91434003,Pulmonic valve regurgitation ,disorder,C0034088
92260003,Benign neoplasm of ovary ,disorder,C0004997
92376005,Benign neoplasm of skin of shoulder ,disorder,C0347378
92382008,Benign neoplasm of skin of upper limb ,disorder,C0153988
93197009,Malignant lymphoma of lymph nodes of multiple sites ,disorder,C0432563
1.06779E+16,Localized swelling of abdominal wall ,finding,C4751445
119247004,Hypoalbuminemia ,disorder,C0239981
125649002,Open wound of forearm ,disorder,C0160604
125663008,Open wound of foot ,disorder,C0347573
129823000,Childhood growth AND/OR development alteration ,finding,C0150037
161765003,History of premature delivery ,situation,C0438076
16631009,Transverse myelopathy syndrome ,disorder,C0026976
17382005,Cervical incompetence ,disorder,C0007871
187791002,Malignant tumor of body of pancreas ,disorder,C0153459
197284004,Chronic active hepatitis ,disorder,C0520463
204470001,Single umbilical artery ,disorder,C1384670
230292008,Secondary parkinsonism ,disorder,C0030569
233917008,Atrioventricular block ,disorder,C0004245
235866006,Acute hepatitis C ,disorder,C0400914
23645006,Organic mood disorder ,disorder,C0029232
239866002,Osteoarthritis of elbow ,disorder,C0409954
239868001,Osteoarthritis of finger joint ,disorder,C0409936
268163008,Congenital ptosis ,disorder,C0266573
274754009,Pelvic swelling ,finding,C0347943
276603001,Perinatal disorder of growth and/or development ,disorder,C0456058
281398003,Groin mass ,finding,C0240007
314955001,Local recurrence of malignant tumor of breast ,disorder,C1282471
33595009,Arachnoid cyst ,disorder,C0078981
33688009,Cholestasis ,finding,C0008370
363367000,Malignant tumor of vulva ,disorder,C0375071
363425008,Malignant tumor of maxillary sinus ,disorder,C0153476
367403001,Pyloric stenosis ,disorder,C0034194
37340000,Motor neuron disease ,disorder,C0085084
40100001,Obliterative bronchiolitis ,disorder,C0006272
402410006,Symptomatic dermographism ,disorder,C0343065
423341008,Edema of optic disc ,disorder,C0030353
445457002,Hyperplasia of maxillary bone ,disorder,C2919898
449505005,Sepsis caused by coagulase negative Staphylococcus ,disorder,C3164130
66948001,Cleft palate with cleft lip ,disorder,C0158646
67787004,Tongue tie ,disorder,C0152415
708090002,Acute severe exacerbation of asthma ,disorder,C0038218
713704004,Gastroparesis due to diabetes mellitus ,disorder,C0267176
73861008,Polyp of duodenum ,disorder,C0347266
74732009,Mental disorder ,disorder,C0004936
7847004,Cheilitis ,disorder,C0007971
813001,Ankle instability ,finding,C0277851
81608000,Insomnia disorder related to known organic factor ,disorder,C0021607
83521008,Dilated cardiomyopathy caused by alcohol ,disorder,C0007192
86030004,Secondary physiologic amenorrhea ,finding,C0232940
86489003,Idiopathic peripheral autonomic neuropathy ,disorder,C0154690
86555001,Cystic fibrosis of the lung ,disorder,C0392164
91947003,Asymptomatic human immunodeficiency virus infection ,disorder,C0343751
104285006,Measurement of Helicobacter pylori antibody ,procedure,C0373906
105530003,Living in residential institution ,finding,C0524385
105997008,Disorder of biliary tract ,disorder,C0005424
107963000,Excision of liver ,procedure,C0019144
109371002,Overlapping malignant neoplasm of bronchus and lung ,disorder,C0349043
109889007,Intraductal carcinoma in situ of breast ,disorder,C0007124
111485001,Mixed bipolar I disorder in full remission ,disorder,C0236786
1186639007,Pressure injury of lumbar region of back ,disorder,C5568524
12184005,Visual field defect ,finding,C3887875
1261007,Fracture of multiple ribs ,disorder,C0272567
13758004,Paraphimosis ,disorder,C0030483
160297008,Family history: neoplasm of ovary ,situation,C0586979
160469004,Family history: Allergy ,situation,C0455453
161416007,History of malaria ,situation,C0455462
161689000,History of gastrostomy ,situation,C0455664
169229007,Dating/booking ultrasound scan ,procedure,C0412558
171182009,Thyroid disorder screening ,procedure,C0740212
17182001,Agranulocytosis ,disorder,C0001824
172532006,Yttrium-aluminum-garnet laser capsulotomy of lens ,procedure,C0579255
17532001,Breech malpresentation successfully converted to cephalic presentation ,disorder,C0269702
17901006,Primary hyperoxaluria ,disorder,C0020501
18085000,Compulsive gambling ,disorder,C0030662
191604000,"Single major depressive episode, severe, with psychosis ",disorder,C0338885
192046006,Brief depressive adjustment reaction ,disorder,C0001548
195474004,Esophageal varices associated with another disorder ,disorder,C1641808
199363002,Transverse lie with antenatal problem ,disorder,C0426065
200682008,Cellulitis and abscess of ankle ,disorder,C0406086
202900007,Synovitis and tenosynovitis ,disorder,C0039104
203465002,Bone cyst ,disorder,C0005937
21333004,Derangement of lateral meniscus ,disorder,C0158058
217157004,Fall on same level from stumbling ,event,C0416999
217848007,Accidentally struck by or against objects or persons ,event,C0417924
22631008,Unsteady when walking ,finding,C0231686
231839000,Complete obstruction of lacrimal canaliculus ,disorder,C0339127
233962007,Critical lower limb ischemia ,disorder,C0340566
235599003,Eosinophilic esophagitis ,disorder,C0341106
236053002,Sliding hiatus hernia ,disorder,C0376710
240197007,Stress fracture ,disorder,C0016664
247146001,Macular pigment deposit ,disorder,C0423422
247434009,Wrinkled skin ,finding,C0037301
247824007,Fear of becoming fat ,finding,C0240596
249297006,Spasm of bladder ,finding,C0426390
253737007,Congenital laryngomalacia ,disorder,C0345160
253826001,Embryonic cyst of broad ligament ,disorder,C0345303
254901000,Prostatic intraepithelial neoplasia ,disorder,C0282612
255072001,Malignant tumor of salivary gland ,disorder,C0220636
263197004,Fracture of radial neck ,disorder,C0435579
268019002,Chronic osteomyelitis of ankle and/or foot ,disorder,C0264049
269581007,Malignant melanoma of lower limb ,disorder,C0587062
274412005,Eye disorder screening ,procedure,C0576745
276507005,Fetal death ,event,C0015927
276544005,Apnea of prematurity ,disorder,C0475715
276952000,Squamous cell carcinoma of tongue ,disorder,C0349566
276975007,Carcinoma of larynx ,disorder,C0595989
287007001,Rheumatoid arthritis of hand joint ,disorder,C0564785
298591003,Scoliosis of lumbar spine ,disorder,C0575367
29885006,Sacroiliac instability ,finding,C0263904
299033004,Deformity of hand ,finding,C0018564
301191003,Lesion of nose ,finding,C0577877
303194003,Metastasis to head and neck lymph node ,disorder,C0580284
307115002,Homozygous Factor V Leiden mutation ,disorder,C0584983
307233002,Erosion of stomach with hemorrhage ,disorder,C0585142
307418008,Noninfective enteritis and colitis ,disorder,C0178283
307502000,Squamous cell carcinoma of mouth ,disorder,C0585362
309535002,Industrial accident ,event,C0000930
312444006,Spastic paraparesis ,finding,C0037771
314022009,Obstruction of nasolacrimal duct ,disorder,C1281931
3291007,Closed fracture of two ribs ,disorder,C0159619
33496007,Reconstruction of breast ,procedure,C0085076
34781003,Vertebral artery syndrome ,disorder,C2931914
35363006,Infantile colic ,finding,C0266836
359612003,Implantation of cochlear prosthetic device ,procedure,C0302559
363353009,Malignant tumor of gallbladder ,disorder,C0153452
363379000,Malignant tumor of parotid gland ,disorder,C0747273
363413005,Malignant tumor of splenic flexure ,disorder,C0153440
371037005,Systolic dysfunction ,finding,C0749225
386556002,Repair of middle ear ,procedure,C0041447
386822001,Adjustment reaction of adolescence ,disorder,C0233439
398019008,Perineal laceration during delivery ,disorder,C0269859
398182006,Insertion of inferior vena caval filter ,procedure,C0203024
403194002,Solar erythema ,disorder,C3249880
403906006,Metastatic squamous cell carcinoma ,disorder,C0334246
406137001,Adult victim of abuse ,finding,C0344198
408642003,Transitional cell carcinoma of kidney ,disorder,C1319314
415112005,Plasmacytoma ,disorder,C0032131
419153005,Nodular goiter ,disorder,C0018023
423125000,Closed fracture of bone ,disorder,C0016659
428281000,Malignant neoplasm of bone ,disorder,C0279530
429285004,History of reconstruction of anterior cruciate ligament tear ,situation,C1998279
429656004,Late effect of traumatic injury to brain ,disorder,C1402450
43498006,Body fluid retention ,disorder,C0268000
438773007,Recurrent pulmonary embolism ,disorder,C1735914
441935006,Loss of all teeth ,disorder,C1561613
441971007,Chronic left-sided ulcerative colitis ,disorder,C0375359
44216000,"Retained products of conception, following delivery with hemorrhage ",disorder,C0269901
443906008,Bypass of stomach with short limb Roux-en-Y gastroenterostomy ,procedure,C2732821
444588006,Endovascular repair of abdominal aortic aneurysm ,procedure,C0918249
445456006,Mass of submandibular region ,finding,C2919578
449619004,Swelling of upper arm ,finding,C0577598
45704003,At risk for noncompliance ,finding,C0231347
45993005,Cholecystectomy with exploration of common duct ,procedure,C0008321
47100003,Anemia of prematurity ,disorder,C0158996
47411002,Implantation of penile prosthesis ,procedure,C0403319
49453006,Cerebral herniation ,disorder,C0553686
50216001,Replacement of mitral valve with tissue graft ,procedure,C0553895
51476001,Nasopharyngitis ,disorder,C0027441
52404001,Mastoiditis ,disorder,C0024904
52931009,Thrombosed internal hemorrhoids ,disorder,C0155781
53442002,Excision of stomach structure ,procedure,C0017118
53772007,Vitreous detachment ,disorder,C0042907
54609002,Ulcer of rectum ,disorder,C0400839
59913009,"Gastric ulcer without hemorrhage, without perforation AND without obstruction ",disorder,C0267142
60342002,Movement disorder ,disorder,C0026650
60698006,Hemorrhagic esophagitis ,disorder,C0520560
60713008,Burn of neck ,disorder,C0273982
63249007,Manic bipolar I disorder in partial remission ,disorder,C0236771
63332003,History AND physical examination ,procedure,C0150618
64009001,Basilar artery syndrome ,disorder,C0004812
68675004,Degeneration of thoracic intervertebral disc ,disorder,C0263872
699213001,Pressure injury of dorsum of foot ,disorder,C0577716
70611002,Perinatal intraventricular hemorrhage ,disorder,C0270191
712893003,Traumatic or non-traumatic injury of back ,disorder,C0004601
714751007,Inflammatory disorder of bone of jaw ,disorder,C4075133
72556006,Injury of trigeminal nerve ,disorder,C0161406
7339009,Polyneuropathy caused by drug ,disorder,C0154762
74949007,Infestation caused by Anoplura ,disorder,C0277348
75084000,Severe major depression without psychotic features ,disorder,C0270457
75572007,Polyradiculopathy ,disorder,C0032586
77797009,Hereditary corneal dystrophy ,disorder,C0010035
82998009,Moderate manic bipolar I disorder ,disorder,C0236768
84466009,Dependent personality disorder ,disorder,C0011548
86477000,Total hysterectomy with removal of both tubes and ovaries ,procedure,C0195290
91419009,Closed fracture of forearm ,disorder,C0435620
94350006,Secondary malignant neoplasm of intrapelvic lymph nodes ,disorder,C0686689
94513006,Secondary malignant neoplasm of rectum ,disorder,C0346975
95689000,Retinal deposits ,disorder,C0235972
12204004,Closed fracture of multiple ribs ,disorder,C0159626
11296007,Stenosis of trachea ,disorder,C0040583
1145003,Developmental speech disorder ,disorder,C0270330
161501007,History of hypertension ,situation,C0455527
161525004,History of pneumonia ,situation,C0455542
172132001,Enucleation of eyeball ,procedure,C0015400
186658007,Coxsackie virus disease ,disorder,C0010246
201938008,Traumatic arthropathy of the ankle and/or foot ,disorder,C0409754
202888004,Anterior shin splints ,disorder,C0410132
232723004,Coronary artery bypass grafts x 5 ,procedure,C0396789
233983001,Ruptured cerebral aneurysm ,disorder,C0242084
235159007,Percutaneous endoscopic insertion of gastrostomy tube ,procedure,C0176751
237072009,Endometrial hyperplasia ,disorder,C0014173
239431009,Reconstruction of anterior cruciate ligament of knee joint ,procedure,C0188185
247153005,Retinal drusen ,finding,C0035312
249590007,Abdominal bruit ,finding,C0221755
266609001,Female infertility of anovulatory origin ,disorder,C0404572
298164009,Wrist joint inflamed ,finding,C0574945
300246005,Lesion of tongue ,finding,C0576971
309430005,Excision of skin tag ,procedure,C0586954
31177006,"Attention deficit hyperactivity disorder, combined type ",disorder,C2945552
314516007,Preseptal cellulitis ,disorder,C1282208
38742007,Central retinal artery occlusion ,disorder,C0007688
38804009,Turner syndrome ,disorder,C0041408
392288006,Primary angle-closure glaucoma ,disorder,C0017606
398061002,Vaginal enterocele ,disorder,C0205792
404029005,Neurofibroma ,disorder,C0027830
423902002,Purpura ,finding,C0034150
428667005,History of reduction of breast ,situation,C1997419
429046004,History of sustained ventricular tachycardia ,situation,C1997842
443439001,Malignant fibrous histiocytoma ,disorder,C0334463
443892003,Neuroma ,disorder,C0027858
47020004,Ventriculoperitoneal shunt ,procedure,C0162702
65118005,Marital problems ,finding,C0555026
65553006,Aspergillosis ,disorder,C0004030
68653001,Anal pain ,finding,C0238637
700046006,Carious exposure of pulp ,disorder,C0399396
70272006,Malignant hypertension ,disorder,C0020540
72925005,Congenital cystic disease of liver ,disorder,C0158683
76746007,Cardiovascular stress testing ,procedure,C1384495
832007,Moderate major depression ,disorder,C0270456
84416003,Contusion of thigh ,disorder,C0160949
8920006,Repair of retina for retinal detachment ,procedure,C0197839
90070003,Pneumothorax due to trauma ,disorder,C0282015
10132008,Burns of multiple sites ,disorder,C0161315
10197000,Psychiatric interview and evaluation ,procedure,C0204480
102558002,Edema of the upper extremity ,finding,C0522035
105419003,Academic underachievement ,finding,C0476587
106002000,Disorder associated with menstruation AND/OR menopause ,disorder,C1263764
110265006,Postoperative hemorrhage ,disorder,C0032788
110979008,Irritant contact dermatitis ,disorder,C0162823
111653006,Sprain of sacroiliac region ,disorder,C1264284
112066009,Absent renal function ,disorder,C0232808
115966001,Occupational disorder ,disorder,C0028797
1179398000,Maternal perinatal infection ,disorder,C5685961
1179410005,Perinatal infection of fetus and/or neonate ,disorder,C5685962
12337004,Disorder of uterus ,disorder,C0042131
123785006,Immunoglobulin G subclass deficiency ,finding,C4520847
126944002,Brain disorder resulting from a period of impaired oxygen delivery to the brain ,disorder,C1140716
127787002,Administration of vaccine product containing only Haemophilus influenzae type B antigen ,procedure,C0199818
