Entity,Match,Matched Entity,Score
seizure activity,False,Speech disturbance,0.82873046
somnolence.,False,Daytime somnolence,0.8306305
Type 2 Diabetes,False,Factor X deficiency,0.8184717
urosepsis.,False,Hematemesis,0.8385047
Atrial Fibrillation:,True,"Atrial fibrillation, permanent",0.9297784
supratherapeutic INR.,False,Hepatosplenomegaly,0.7889925
C. Diff,False,RSV pneumonia,0.77894235
Pain:,True,Pain crisis,0.87899613
Type 2 Diabetes:,False,Latent autoimmune diabetes of adults,0.8113421
Atrial Fibrillation,True,Chronic atrial fibrillation,0.96591854
this infection.,False,Epidemic vertigo,0.7932247
cellulitic,False,Cellulitis,0.80162746
BP support.,False,Tender joint,0.74952483
hyperkalemia-treated,True,Hyperkalemia,0.87236965
maintain BP.,False,Sleep talking,0.7179135
"Oliguric,",False,"Syncope, vasovagal",0.69317466
BP remain labile,False,BPAP dependence,0.737656
low HCT.,False,Elevated LDH,0.79574555
sedated.,False,Emotionally unstable,0.7233056
"UOP >100cc/h,",False,"Burn, < 10% BSA",0.7672754
ARF/Rhabdo,False,FHX of CAD,0.7501137
Pain,True,Pain,1.0000001
cellulitis,True,Cellulitis,0.9999999
Acute renal failure-,True,Acute renal failure due to obstruction,0.88055134
pressures in the 60s/30s,False,Post gender transition,0.59154296
HAP.,False,IUD insertion,0.74569017
Atrial fibrillation with RVR:,True,"Atrial fibrillation, paroxysmal",0.90899044
Diarrhea:,True,Diarrhea,0.91553575
short of breath.,False,Blurred vision,0.7137896
chest pain.The,True,Chest pain,0.8562154
recurrent chest pain,True,Recurrent abdominal pain,0.9424379
Thrombocytopenia:,True,Primary thrombocytopenia,0.9569541
"thrombocytopenia,secondary",True,Secondary thrombocytopenia,0.9545777
"thrombocytopenia,",True,"Thrombocytopenia, unspecified",0.9560785
"UTI,",False,Upper UTI,0.8294443
complicated cysistits,False,Cystinuria type 1,0.80692434
torn ACL pain,True,Left shoulder joint pain,0.87504315
pain/temp.,False,Optic atrophy assoc w retinal dystrophy,0.7434695
"Thrombocytopenia,",True,"Thrombocytopenia, unspecified",0.9560785
delirium,True,Delirium,1.0000001
cough.,False,Choking sensation,0.72876316
sore throat.,False,Throat pain,0.81761515
"sob,",False,Kissing spine,0.79410756
SOB/Wheezing.,False,Wheezing,0.83027446
blood pressures,False,Liver mass,0.8167016
"chest pain,",True,Chest pain,0.92449856
pulmonary embolism,True,Acute pulmonary embolism,0.9716702
"Adrenal insufficiency,",True,"Adrenal insufficiency, unspecified",1.0
multifocal pneumonia,False,Interstitial pneumonia,0.8489834
"HAP,",False,Ainhum,0.76145107
somnolent,False,Byssinosis,0.7476015
post herpetic neuralgias.,True,Postherpetic neuralgia,0.88590103
zoster related ear pain.,False,Brain compression due to focal lesion,0.82916415
hospital acquired pneumonia.,True,Hospital acquired pneumonia,0.906563
adrenal insufficiency,True,"Severe adrenal insufficiency, unspecified",0.977036
AF:,False,Incomplete SAB,0.7081449
GI Bleed,False,Skull fx,0.75105286
DVT:,False,DM 2,0.7922958
Adrenal Insufficiency:,True,"Severe adrenal insufficiency, unspecified",0.9488269
chronic anemia,True,Chronic anemia,0.99999994
supratherapeutic INR,False,Hepatosplenomegaly,0.7889925
GI Bleed:,False,Open skull fx,0.6950897
"CP,",False,Elevated CPK,0.7164643
CP,True,Arthritis,0.87227046
Hyperlipidemia,True,Hyperlipidemia,1.0
increasing her Na,False,Benign shuddering attacks,0.8019432
volume repletion.,False,"Complete edentulism, class I",0.7185644
antiseizure prophylaxis.,False,Hx of amaurosis fugax,0.79452145
Hyponatremia,True,Hyponatremia,1.0000002
pressor support,False,IUD counseling,0.7811893
erythema,True,Erythema,0.9999999
"CHF,",False,"CHF, stage D",0.75004685
UTI,True,Upper UTI,0.8538498
pressor support.,False,Soft tissue mass,0.7536528
broad spectrum antibiotics coverage.,False,High risk medication monitoring,0.7567111
gram negative coverage,False,Gram negative pneumonia,0.83498305
"ischemic event,",False,"Acute stroke due to ischemia, unspecified type and artery",0.827129
wenkebach rhythm.,False,Axenfelds anomaly,0.7692399
low EF.,False,DM 1 w bilat severe nonproliferative retinopathy,0.77393806
"Hct of 26,",False,FHX of CAD,0.7216949
Facial eccymoses,False,Bilat corneal xerosis,0.7984444
erythema:,False,Nonbullous erythema multiforme,0.8393717
peri-orbital cellulitis.,True,Perirectal cellulitis,0.8865743
"peri-orbital cellulitis,",True,Right orbital cellulitis,0.8841598
fear of bleed.,False,Fear of falling,0.7935816
"agitation,",False,Pain crisis,0.8348256
Coagulopathy:,False,"Coagulopathy, unspecified type",0.8424705
dysrhythmias,True,Neonatal arrhythmia,0.89942825
lower extremity DVT.,False,"Epidermal nevus, left upper eyelid",0.84812266
Hypernatremia:,True,Hypernatremia,0.9385404
non ST elevation MI,True,Acute non ST elevation MI,0.94888246
"DVT prophylaxis,",False,Serological relapse after treatment of latent early syphilis,0.8288396
HLD,False,ADHD,0.7646141
cardiac catheterization,True,HX of cardiac catheterization,0.9002325
cardiac catheterization.,False,HX of cardiac catheterization,0.83602905
arthralgias.,False,Petechiae,0.7815548
complete heart block,False,Complete colon obstruction,0.8353296
ST elevations.,False,"Acute ST elevation MI, unspecified",0.7609348
epistasis,True,Parapsoriasis,0.85900855
guaiac positive stools.,False,"Type B blood, Rh positive",0.8100308
cholesterol,True,Abnl cholesterol,0.85994315
mildly positive urinalysis,False,Abnl urinalysis finding,0.81088895
"stage IIIA carcinosarcoma of the uterus,",False,"Carcinosarcoma, bilat ovaries",0.846066
"stage I mucinous carcinoma of the ovary,",True,Sebaceous carcinoma,0.87248576
hypoxemic,True,Acute on chronic hypoxemic respiratory failure,0.904673
her hypotension.,False,Hypotension,0.76078296
stage IIIA carcinosarcoma of the uterus,False,"Carcinosarcoma, bilat ovaries",0.846066
stage I mucinous carcinoma of the ovary.,True,Sebaceous carcinoma,0.87248576
Hypercholesterolemia,True,Hypercholesterolemia,1.0
stage I mucinous carcinoma of the ovary,True,Sebaceous carcinoma,0.87248576
Hypoxia,True,Hypoxia,1.0000002
her hypotension;,False,"Hypoparathyroidism, unspecified",0.8049913
Bilateral erythema,True,Toxic erythema,0.8849672
redness in legs,False,Swelling of right leg,0.8296762
CHF/volume,False,FHX of CAD,0.74342346
Normocytic Anemia,True,Acquired hemolytic anemia,0.93076783
Thrombocytopenia,True,Primary thrombocytopenia,0.9805348
marrow suppression,True,Bone marrow suppression,0.9052061
Uterine & Ovarian cancer,True,Right ovarian cancer,0.9222532
nasal stuffiness.,True,Nasal dryness,0.8543367
"fluid overload,",False,Fluid volume disorder,0.7857597
"skin infection of the legs,",False,"Melanoma, skin of face, unspecified part",0.8471309
dehydrated.,True,Dehydration,0.86182725
Crohn's,False,Dandruff,0.67534804
aspiration PNA,False,Aspiration pneumonia,0.7794651
DM2,True,DM 2,0.9073787
possible pneumonia.,False,Face cancer,0.81578803
Acute Pancreatitis:,True,Acute pancreatitis,0.9417521
CHF.,False,Q fever,0.70294863
Crohn's:,False,HX of Glenn shunt,0.64585847
bloody diarrhea,True,Diarrhea,0.92952025
consitpation.,False,Constipation,0.8264526
goal O2 sats of 95% or higher.,False,Hx of negative pap performed within last 12 months,0.73700863
dystonic reaction,True,Dystonic tremor,0.8884763
pseudomonas infection of stage,True,Pseudomonas infection,0.89088476
"residual	O	56
severe	O	56
paraparesis	O	56
due	O	56
to	O	56
combination	O	56
of	O	56
deconditioning	O	56
and	O	56
vincristine	B-ADE	56
toxic	I-ADE	56
polyneuropathy,	I-ADE	56
and	O	56
question	O	56
of	O	56
critical	O	56
illness	O	56
polyneuropathy/myopathy.",False,DM 1 w right severe nonproliferative retinopathy,0.7688068
polyneuropathy,True,Polyneuropathy,0.9999999
pancytopenia,True,Pancytopenia,1.0000001
Mycoplasma hominis PNA,False,Mycoplasma bronchopneumonia,0.8137094
Lower extremity paraparesis,True,Hx of lower extremity skin ulcer,0.8579081
"paraneoplastic syndrome,",True,"Schizoaffective disorder, bipolar type",0.87448084
Diffuse Joint Pain,True,Multiple joint pain,0.9174197
HSV,False,MRSA carrier,0.8095586
"HSV,",False,MRSA carrier,0.81794095
dyspepsia,True,Dyspepsia,1.0
zoster infection,True,Herpes zoster meningitis,0.851171
"potassium of 6,",False,Potassium overdose,0.75073326
ALLERGIES:,True,Seasonal allergies,0.85879064
gastrointestinal bleed,True,Gastrointestinal tract cancer,0.9222096
"gastrointestinal bleed,",True,Gastrointestinal tract cancer,0.8896251
THROMBOCYTOPENIA,True,Primary thrombocytopenia,0.9805348
gastrointestinal bleed.,True,Pulmonary filariasis,0.87169796
neuropathic pain.,True,Neuropathic pain,0.90562814
zoster infection.,False,Congenital pneumonia due to pseudomonas,0.8440893
thrush).,False,Bandemia,0.7059159
itch,False,Fever,0.79562664
scalp rash,True,Scalp injury,0.8677526
body rash,True,Skin mass,0.8671488
SOB/wheezing,True,Wheezing,0.8863333
Wheezes,True,Wheezing,0.90441155
mechanical aortic valve,True,Rheumatic aortic valve sclerosis,0.90074825
GI bleeding,False,Breakthrough bleeding,0.83516103
GI bleed.,False,Skull fx,0.7395061
"recurrent gi bleeds,",False,"Abdominal migraine, intractable",0.83006525
bleeding,True,Bleeding,0.99999994
a subtherapeutic INR of 1.9.,False,Hx of phototherapeutic keratectomy,0.80965286
recurrent bleeding.,False,Respiratory abnormality,0.8400239
recurrent bleeding,True,Recurrent pneumonia,0.9151641
bleeding.,False,Bleeding,0.83253497
recurrent GI bleeds,False,Localized edema,0.8280137
GI bleed/acute,False,Right plateau iris syndrome,0.7856495
UGIB,False,IgA deficiency,0.79060507
"mechanical valve,",False,Cardiovascular device obstruction,0.75496626
GI bleeding.,False,Skin scar,0.79150546
bleeding).,False,Back disorder,0.7769303
recurrent GI bleeds.,False,Upper GI bleed due to ulcerative esophagitis,0.8463936
bradycardia,True,Bradycardia,0.9999999
mechanical valve.,False,Cardiovascular device obstruction,0.76518404
Bradycardia:,True,Bradycardia,0.9383196
bradycardia.,True,Bradycardia,0.9269173
blood pressure control.,True,Blood pressure elevation,0.85962623
#hypothyroidism-continued,True,Hypothyroidism,0.9103782
#HL-continued,False,FHX of stroke,0.6923131
#GERD-on,False,Hx of GERD,0.6981398
GI bleed,False,Skull fx,0.75105286
"cardiac history,",False,Cardiovascular device obstruction,0.79531926
including stents,False,High risk medication monitoring,0.72992456
"pain/n/v/d/c/melena/brbpr,",False,Alternating esotropia w v pattern,0.7116782
Crohn's Disease:,False,Raynauds disease w gangrene,0.7972495
DM,False,DM 2,0.8483063
CMP,False,MRSA carrier,0.7710646
"DM,",False,MRSA carrier,0.75853324
pain/weakness.,False,Pain crisis,0.75524855
HTN/DM.,False,Fhx of DM,0.8393698
chronic diastolic CHF/CMP:,False,Chronic right sided CHF,0.8381313
DM:,False,DM 2,0.8382828
Pancreatic insufficiency:,True,Pancreatic insufficiency,0.9582732
Chronic neuropathic/radicular pain:,True,Acute nontraumatic subdural hematoma,0.88008684
"mental status changes,",False,"Altered mental status, unspecified",0.81665194
h/o TIA symptoms:,False,"Epilepsy, simple partial w status epilepticus",0.81028104
secondary prevention.,False,Secondary arthritis,0.82072794
itching,False,Hunger,0.7981364
weight >195 lbs.,False,Increased body weight,0.69449824
pain:,True,Pain crisis,0.87899613
Crohn's Disease,True,Sickle cell thalassemia disease,0.8531587
infected knee.,False,Stomach injury,0.8380927
chelation therapy,False,Long term aromatase inhibitor therapy,0.81263345
CAP/neutropenic,False,Neutropenic splenomegaly,0.79041725
"pancytopenia,",True,Pancytopenia,0.91909194
febrile,False,Febrile UTI,0.7805971
galactomannan,False,Galactosemia carrier,0.7873112
aspergillus,True,Aspergillus pneumonia,0.883917
"VRE coverage,",False,Vulvar burning,0.76440316
PCP,False,PPD positive,0.76816535
"A-fib,",False,Fhx of non Hodgkins lymphoma,0.72139156
Gastric ulcer,True,Acute gastric ulcer,0.96753967
wheezes,True,Wheezing,0.90441155
pulmonary edema,True,Pulmonary edema,1.0
"wheezes,",False,Wheezing,0.82576966
sob.,False,Miosis,0.7857534
Afib.,False,IgG deficiency,0.77254176
hypertension.,False,HTN (Hypertension),0.8307024
heart failure.,True,Left heart failure,0.8655343
Acute diastolic,True,Diastolic dysfunction,0.88873786
heart failure:,True,Liver failure,0.8558186
"Gram positive bacteremia,",True,MRSA bacteremia,0.8500675
proteinuria:,True,Persistent proteinuria,0.88987
"Altered mental status,",True,"Altered mental status, unspecified",0.8857039
unresponsiveness,False,Suspiciousness and marked evasiveness,0.75710773
"proteinuria,",True,Persistent proteinuria,0.8632243
dCHF.,False,Goldblatt HTN,0.66830814
Hypokalemia-,True,Hypokalemia,0.9545266
Long QT:,False,Rh negative,0.7552589
DVT PPx:,False,Fhx of DM,0.75477564
Altered mental status,True,"Altered mental status, unspecified",0.8919463
"leg swelling,",False,Mouth soreness,0.84567475
Blood pressure,True,Blood pressure elevation,0.87273014
leg swelling,True,Head swelling,0.90504986
desentization,False,Deconditioning,0.7330725
hives,False,Epidemic vertigo,0.7854912
profuse vomiting.,True,Intractable nausea and vomiting,0.85859156
desensitization,False,Pulp degeneration,0.7479821
CAD.,False,IUD insertion,0.73428786
desentization.,False,Social exclusion or rejection,0.76028496
allergy,True,Fish allergy,0.915801
Endo:,False,Bandemia,0.7755792
PPX:,False,PPD positive,0.734298
myasthenia,True,Myelatelia,0.86021703
MG,True,Arthritis,0.8629096
Afib with RVR,False,Hx of IUGR,0.8298887
#NAME?,False,Photophobia,0.6999041
acutely bradycardic,True,Hx of bradycardia,0.8542733
myasthenia.,False,"Myasthenia gravis, in remission",0.7847848
Myasthenia,True,Myelatelia,0.86021703
"vomiting,",False,Persistent vomiting,0.84990203
"nausea,",False,Choking sensation,0.8346374
"chills,",True,Chills,0.9215323
pruritis,False,Panniculitis,0.8465814
antibiotic prophylaxis,True,Prophylactic antibiotic administration,0.9130081
chills.,True,Chills,0.9236822
blood pressure,True,Blood pressure elevation,0.87273014
blood pressure.,True,Blood pressure elevation,0.9075352
anaphylactic reaction,True,Anaphylactic shock,0.8513651
"pruritis,",False,Panniculitis,0.7788322
"facial erythema/edema,",True,"Amelanotic melanoma, unspecified site",0.87268806
anaphylactic exposure,True,Anaphylactic shock,0.8817237
pain/diarrhea/vomiting:,True,"Nausea, vomiting and diarrhea",0.8627641
CAD/HTN:,False,FHX of CAD,0.74257576
insomnia,True,Insomnia,0.9999999
headache,True,Headache,1.0000001
hemodynamically unstable,False,Hyperchloremic metabolic acidosis,0.7288614
metabolic acidosis.,True,"Metabolic acidosis, unspecified",0.8733486
"metabolic acidosis,",True,"Metabolic acidosis, unspecified",0.8987557
metabolic acidosis,True,Respiratory acidosis,0.90869164
fungal infection,True,Bacterial infection,0.9263012
fungal process,True,Fungal pneumonia,0.91091776
periorbital edema,True,Right periorbital edema,0.970296
"diffuse skin etyhema,",True,Bilat cataract w inflammatory disorder,0.85195166
elevated LFT's,False,Presence of tunnelled central line catheter,0.73875976
eosinophilia,True,Tropical eosinophilia,0.95168746
pleuritic chest pain,True,Pleuritic chest pain,1.0000001
bipolar disease,True,Lip disease,0.87109804
'unresponsive',False,Suspiciousness and marked evasiveness,0.70230967
no breathing or radial pulse for 20 seconds.,False,Fetal ultrasound marker w increased nuchal translucency,0.73408246
hypotensive episodes.,True,"Hypoparathyroidism, unspecified",0.8801477
"bipolar disease,",True,Vision disorder,0.86355937
"failure to thrive,",False,"Failure to thrive, child",0.8077553
no breathing or radial pulse for 20 seconds,False,Fetal ultrasound marker w increased nuchal translucency,0.73408246
"hypotensive episodes,",True,"Epilepsy, complex partial seizures, intractable w status epilepticus",0.8850943
Arrythmias:,False,Right astigmatism,0.72135
V-[**Last,False,HX of Fontan procedure,0.69733906
rate control,False,Fall risk,0.8054198
V-[**Year,False,Hx of STI,0.6825464
renal insufficiency,True,Renal insufficiency,1.0
Type two diabetes mellitus,True,Neonatal diabetes mellitus,0.86431354
bleeding duodenal ulcers,True,Chronic duodenal ulcer,0.9309521
elevated gastrin levels,False,Elevated serum creatinine,0.8257768
elevated gastrin levels.,False,Elevated serum creatinine,0.8279129
C. Difficile Colitis:,True,C difficile infection,0.8771541
c. difficile.,False,Angina decubitus,0.78090405
c. difficile,False,Angina decubitus,0.7451683
UTI).,False,Upper UTI,0.7599489
depression,True,Schizophrenia,0.9308648
"serotonin syndrome,",True,Serotonin syndrome,0.93713063
toxicity,True,Hepatitis,0.90591276
"depression,",False,Pain crisis,0.84349763
failure to thrive,False,Failure to thrive in newborn,0.8197089
depression.,False,Reactive depression,0.8258705
Dementia:,False,Eye disorder,0.8417973
"unresponsive episodes,",False,Suspiciousness and marked evasiveness,0.75793356
serotonin syndrome.,True,Serotonin syndrome,0.9477391
Acalculus Cholecystitis:,True,Bilat dacryocystitis,0.8801031
"persistent leukocytosis,",True,"Malignant histiocytosis, intraabdominal ln",0.9206625
gram negative coverage.,False,Positive MRSA culture,0.75526047
persistent leukocytosis.,True,Thrombocytopenia due to alcoholism,0.8980211
Conjunctivitis:,True,Left conjunctivitis,0.9265158
vomiting,True,Vomiting,0.9999999
loss of balance,False,Loss of height,0.84612143
alopecia,True,Alopecia,1.0000001
thrush.,False,Anuria,0.73862135
rash.,False,Rash,0.8484302
failure to thrive.,False,Failure to thrive in newborn,0.80867785
"bleed from your gastrointestinal tract,",True,Burn of gastrointestinal tract,0.89166415
"GERD,",False,Hx of GERD,0.7492459
atelectasis.,True,Atelectasis,0.8798651
RR went down to 8,False,COVID-19 ruled out,0.6695074
hypoxia,True,Hypoxia,1.0000002
atelectasis,True,Atelectasis,1.0
low RR,True,Back disorder,0.85975623
post-op pain,False,Acute postoperative pain,0.80835795
"dehydration,",True,Dehydration,0.94367534
aspiration pneumonia.,True,Acute aspiration pneumonia,0.9077878
drowsy.,False,Drowsiness,0.8434086
improved hemostasis.,False,Low blood pressure reading,0.7874233
S. aureus and,False,"Myasthenia gravis, in remission",0.74857336
B. fragilis bacteremia.,True,Bacillus fragilis infection,0.8686598
secretions,False,Penis boil,0.76043254
maintain pressures.,False,Continuous oxygen therapy dependence,0.7199421
bleed:,False,Breakthrough bleeding,0.80136216
bleed,True,Burn,0.87346935
bleed.,False,Sleep talking,0.7799232
heart rate was controlled,False,Blood pressure elevation,0.72792697
#Bacteremia:,False,Bacteremia,0.8396903
"coag-negative S. aureus,",False,"Immunity to varicella, positive serology",0.7754638
B. fragilis.,False,Cauda equina compression,0.8235437
creatinine increase,True,Elevated serum creatinine,0.8918899
secretions.,False,Soft tissue mass,0.74163324
History of DVT,False,Hx of DVT,0.6996198
"wheezing,",True,Wheezing,0.8784547
dyscomfort.,False,Empyema w mediastinal fistula,0.70819557
Asthma/COPD,False,CMV enteritis,0.7991458
cramps,True,Cramp,0.8538567
Constipation,True,Constipation,1.0
SOB/Wheezing,True,Wheezing,0.8863333
abdominal cramps.,False,Sleep related leg cramps,0.8272793
"angioedema,",True,Angioedema,0.90122646
Prophylaxis:,False,Prophylactic chemotherapy,0.76145566
"rash,",False,Kissing spine,0.8001783
superficial phlebitis,False,Bilat lower blepharitis,0.81501925
test.,False,Declines lab draws,0.8250474
acute renal failure,True,Acute liver failure,0.9372468
"morbilliform rash,",False,"Villous adenoma, duodenum",0.8104636
anaphylactic shock,True,Anaphylactic shock,1.0000002
Hepatitis C Cirrhosis,True,Cirrhosis due to chronic hepatitis C,0.9171782
Hepatocellular Carcinoma:,True,Hepatocellular carcinoma,0.96947515
Hypothyroid:,True,Hypothyroidism,0.85922104
low blood pressure.,True,Low blood pressure reading,0.9546566
reaction,True,Arthritis,0.90357435
"DVT,",False,Rh negative,0.78132194
large DVT clot burden.,False,Chronic DVT of bilat axillary veins,0.8364727
long-term anticoagulation.,True,Long term anticoagulant therapy,0.8707517
Leukopenia.,True,Leukopenia,0.8728976
Hyperlipidemia.,True,Hyperlipidemia,0.9354044
"LFT's were elevated,",False,Presence of tunnelled central line catheter,0.6833414
urine output.,False,Elevated serum cobalt,0.7736172
"shaking chills,",False,Chills,0.8493264
Immunosuppression:,True,Long term immunosuppression therapy,0.9213695
aggressive pain control,False,Chronic stress reaction,0.8379779
"sedated,",False,Locked in syndrome,0.7141485
"worsening multifocal pneumonia,",False,"Drug induced interstitial lung disease, unspecified acuity",0.8480609
Pulmonary edema/Acute,True,Acute pulmonary edema,0.91776264
SVT,False,Bandemia,0.73395145
SVT:,False,DM 2,0.72014356
anemia.,True,Anemia,0.91334784
extremity erythema and itching,True,Ischemic intestinal stricture,0.85041666
breast cancer,True,Prostate cancer,0.9362241
stage I,False,DM 1,0.7214086
breast cancer.,False,Breast disease,0.84198815
rash).,False,Bandemia,0.7682284
breast ca,False,Accessory breast,0.84595674
healthcare-associated pneumonia,True,Recurrent pneumonia,0.8531263
resuscitation,False,Do not resuscitate status,0.80173326
thyroid ca,True,Lipoid pneumonia,0.85390174
"metastatic disease,",False,Huntingtons disease,0.8361364
metastatic disease,False,Critical illness polyneuropathy,0.84216046
metastatic disease:,False,Simple chronic anemia,0.8348824
thrush:,False,Anuria,0.74998593
HIT positive.,False,Positive culture finding,0.75513965
Temps as high as 102.+,False,"Burn, > 90% BSA, third degree 10-19% BSA",0.6424258
"AML/MDS,",False,Abnl CNS imaging,0.76079875
"headache,",False,Tension headache,0.84283626
"shortness of breath,",False,Lack of coordination,0.815543
"1.)AML,",False,MRSA pneumonia,0.66286534
AML,False,MRSA pneumonia,0.68403065
shortness of breath/wheezing,False,Wheezing,0.80610496
for coverage of severe CAP.,False,High risk medication monitoring,0.73342854
DVT prophylaxis.,False,Serological relapse after treatment of latent early syphilis,0.8342266
Altered/Persistent Depressed mental status:,True,Adjustment disorder w mixed anxiety and depressed mood,0.85649955
sedation,False,Anemia,0.7943003
Fevers:,False,Malarial fever,0.8156427
"SOB,",False,Kissing spine,0.79410756
Wheezing,True,Wheezing,1.0
volume overload,False,Demand ischemia,0.75764745
mouth/throat pain,True,Throat pain,0.864447
ESRD,False,Macule,0.81093216
BiV pacer,False,"VIN 2, moderate vulvar dysplasia",0.68151385
DMII,False,DM 2,0.78408897
a-fib,False,Right iritis,0.736058
HD catheter infection,True,Catheter infection,0.9567559
increased INR.,False,Elevated serum cobalt,0.79072434
INR normalized,False,Chromosome inversion in normal individual,0.7539852
line infection.,True,MRSA infection,0.85999
#Hypothyroidism:,True,Hypothyroidism,0.9076107
Systolic CHF:,False,"Systolic heart failure, unspecified acuity",0.74059117
Diabetes type II:,False,"Alzheimers disease, late onset",0.79672676
Left phantom,False,Left radius Fx,0.80645293
limb pain.,False,Chest pain,0.8364892
wheeze,True,Wheezing,0.87299234
limb pain,True,Bone pain,0.92293894
severe constipation.,True,Chronic constipation,0.9437616
coagulopathy,True,Hx of coagulopathy,0.86425066
bradycardic,True,Bradycardia,0.90977985
SBP 80s,False,DM 2,0.7529281
"bradycardic,",True,Bradycardia,0.8629924
"SBP 80s,",False,"AV block, Mobitz type 1",0.7001976
3)Bradycardia:,False,Hx of bradycardia,0.8490796
4)Meningitis:,True,Chronic meningitis,0.86915267
"listeria,",False,Infectious disease carrier,0.77672637
Staph/Strep,False,Strep carrier,0.72776854
5)Hypothyroidism:,True,Tertiary hypothyroidism,0.9113222
6)Coagulopathy:,False,Hx of coagulopathy,0.8432563
neuropathy,True,Neuropathy,1.0000001
SIRS/septic,False,DM 2 wo complications,0.74539924
hypoglycemia,True,Hypoglycemia,1.0000002
Hyperlipdemia,True,Hyperlipidemia,0.9218277
prevent DVT,False,Hx of recurrent DVT,0.82567805
"Diabetes, Type 2",False,"Alzheimers disease, late onset",0.81285346
"bacteria in your blood,",False,Sun damaged skin,0.72723913
INR was corrected,False,IUD surveillance,0.75220734
hemorrhage.,True,Pulmonary hemorrhage,0.91092134
hemorrhage,True,Pulmonary hemorrhage,0.9452562
Paroxysmal atrial fibrilation,True,Longstanding persistent atrial fibrillation,0.89313626
intoxication,True,Alcohol intoxication,0.943017
changes in your mental status,False,"Altered mental status, unspecified",0.77982223
fungus.,False,Growing pains,0.8210368
Shingles,False,Pallor,0.6915399
stomach,True,Fatigue,0.902992
TLS.,False,MRSA pneumonia,0.80869246
"worsening lactic acidosis,",True,"Drug induced hemolytic anemia, immune complex type",0.8622168
renal failure,True,Renal failure,1.0
mucositis,True,ulcerative mucositis due to nonantineoplastic drugs,0.8960905
Pneumonia-,True,TB pneumonia,0.8575339
Rash-,True,Back disorder,0.8548603
Fluid retention:,False,Fluid volume disorder,0.8055971
chemotherapy regimen.,False,Long term antibiotic therapy,0.8051574
Shingles-,False,Skin scar,0.702829
BPH,False,Rh positive,0.8258443
Mucositis.,True,ulcerative mucositis due to nonantineoplastic drugs,0.90570015
retaining fluid,False,Body fluid retention,0.8060859
blood counts,False,Skin mass,0.78063405
prevention of infection,False,Hx of bacterial infection,0.8482275
pain;,True,Pain crisis,0.8557709
constipation;,True,Chronic constipation,0.8853358
fluid in your legs,False,Bilat arm cramps,0.73012376
mucositis pain,True,ulcerative mucositis due to nonantineoplastic drugs,0.90383124
stroke,True,Plague,0.8972876
"stroke,",False,Thumb sucking,0.8031847
hypernatremia,True,Hypernatremia,1.0000002
stroke:,False,FHX of stroke,0.70001173
cataracts,False,Right cataract,0.78105116
glaucoma:,True,Hx of glaucoma,0.8931691
glaucoma,True,Right uveitis glaucoma hyphema syndrome,0.8643673
acute drop in your blood count.,False,Low blood pressure reading,0.81769943
"FSG 30,",False,DM 1,0.6817484
"hyponatremia to 120,",True,Hyponatremia,0.88385385
concern for sepsis,False,Exposure to pertussis,0.83499956
"Diabetes Mellitus, type 2",False,Latent autoimmune diabetes of adults,0.809154
Hypoglycemia:,True,Hypoglycemia,0.96313566
"afib,",False,"SAB, unspecified w UTI",0.75540507
Hypoglycemia/Type,True,Hypoglycemia post gi surgery,0.94130176
Hypoglycemia,True,Hypoglycemia,1.0000002
"Chronic diastolic heart failure,",True,"Diastolic heart failure, chronic",0.9575343
Chronic diastolic heart failure;,True,"Diastolic heart failure, chronic",0.9373333
AMS.,False,IUD insertion,0.7224381
copd exacerbation.,True,Acute exacerbation of COPD,0.85667783
mental status.,False,"Altered mental status, unspecified",0.7931451
AMS,False,MRSA pneumonia,0.7921121
overdose,True,Mania,0.9100792
respiratory status.,False,Respiratory abnormality,0.8153314
mental status,False,"Altered mental status, unspecified",0.79354596
Acute on Chronic Renal Failure,True,Acute on chronic renal failure,0.9999999
Restless Leg syndrome,True,Restless legs syndrome,0.90512455
overdosed,False,Heroin overdose,0.838274
IPF,False,Stress,0.7343773
"mechanical mitral valve,",False,HX of mitral valve replacement,0.8125138
mechanical mitral valve,False,HX of mitral valve replacement,0.8436393
chronic obstructive pulmonary disease:,True,Chronic obstructive asthma,0.9028652
idiopathic pulmonary fibrosis,True,Idiopathic pulmonary fibrosis,1.0000001
idiopathic pulmonary fibrosis.,True,Idiopathic pulmonary fibrosis,0.94034576
"IPF,COPD,anemia,",False,"Adenocarcinoma, esophagus, unspecified site",0.80611724
"mechanical mitral valve,and",False,"Hx of mitral valve replacement, bioprosthetic",0.80845094
esophageal varaces.,True,Esophageal varices,0.90380967
"IPF,",False,Rh negative,0.74104285
dyspnea,True,Dyspnea,1.0000001
her heart valve.,False,Blood pressure elevation,0.73587024
"RUL HAP,",False,"CAD wo angina, w hx of CABG",0.7254925
HCAP,False,Complete SAB,0.7796366
"c.diff,",False,MRSA pneumonia,0.7463147
c.diff.,False,RSV pneumonia,0.72149396
INR of 10,False,FHX of CAD,0.73132
mechanical mitral valve.,False,HX of mitral valve replacement,0.82270944
supratherapeutic PTT,False,Vibrio parahemolyticus food poisoning,0.7554777
Esophageal Varices.,True,Esophageal varices,0.9430423
Health Care Associated Pneumonia,True,Cancer related fatigue,0.8655131
C. Difficile infection,True,C difficile infection,0.93872523
Congestive Heart Failure,True,"Systolic heart failure, chronic",0.9010582
