Entity,Match,Matched Entity,Score
mild diffuse instent restenosis in the mid stent,True,Right TMJ capsulitis,0.8519576
hemodynamically normal,False,Hemodialysis dependence,0.7799795
flow-limiting stenoses,False,"BPAP adaptive servo ventilation use, for central sleep apnea syndrome",0.71361345
her cardiac medications,False,Elder nutritional neglect,0.77295244
aspirin desensitize,False,Adverse effect of anticholinesterase,0.8099416
the CCU,False,Abnl posture,0.7026564
aspirin desensitization protocol,False,Long term mercaptopurine therapy,0.81588155
mild worsening,False,Mild persistent asthma,0.8149119
her asthma attacks,False,Traumatic arthritis,0.8048846
the aspirin,False,Aspirin overdose,0.80582666
her Benadryl,False,Anuria,0.67712533
the asthma exacerbation,False,Intermittent asthma w acute exacerbation,0.8374368
an allergy,True,Fish allergy,0.88005996
The patient 's Lipitor,False,Hx of eyelid surgery,0.7287426
Back pain,True,Back pain,1.0000002
a chronic issue,False,School problem,0.78058
18-07-2016,False,"46, XX true hermaphrodite",0.5135932
21-07-2016,False,Elevated CA 27-29,0.515669
cocaine use,True,Cocaine withdrawal,0.89817035
LE edema,False,Edema,0.75470567
10 days ago,False,Bleeding,0.6790838
b/l LE edema,False,En coup de sabre lesion,0.72783
Three days ago,False,Pain,0.69954395
climbing stairs,False,Bleeding,0.742241
2-pillow orthopnea,False,Bilat upper dermatochalasis,0.829195
any recent chest pain,False,Exertional chest pain,0.7842086
abd pain,False,Elder neglect,0.823761
recent viral syndromes,False,"HIV infection, acute retroviral syndrome",0.8489977
URI s.,False,MRSA pneumonia,0.7045884
last night,False,Burnout,0.71630895
the Deanna,False,Crystal arthritis,0.7954769
his BP,False,Elder neglect,0.81392115
CXR,False,FHX of CAD,0.7934133
pulm edema,False,Thyroiditis w goiter,0.7787412
x 2,False,Right radius Fx,0.69673485
responded well,False,Worries,0.74425066
diastolic BP,True,Diastolic dysfunction,0.87998605
nitroprusside gtt,False,Bilat hydroxychloroquine retinopathy,0.8365786
cocaine abuse,True,Cocaine withdrawal,0.9066084
diastolic heart failure,True,"Diastolic heart failure, chronic",0.934366
Hypertensive urgency,True,Hypertensive urgency,0.9999998
chronic HTN,True,Pulmonary HTN,0.9302198
end-organ damage,False,Prosthesis infection,0.82299703
elevated creatinine,True,Elevated serum creatinine,0.9228331
a chronic problem,False,Financial problem,0.8151572
His blood pressure,False,Blood pressure elevation,0.7701237
taken down,False,Bleeding,0.78429246
His lower extremity edema,False,Hx of lower extremity skin ulcer,0.8325653
An echo,False,Tremor,0.80441475
admission,True,Paralysis,0.8830937
an LF EF,False,Hx of CHF,0.7487974
good blood pressure control,True,Low blood pressure reading,0.8588096
an ACE-I,False,Anuria,0.6977674
cocaine abstaining,False,Cocaine withdrawal,0.7880627
his cardiac function,False,Cardiac injury,0.7866411
Renal Failure,True,Renal failure,1.0
acute hypertensive nephropathy,True,Obstructive nephropathy,0.9181877
long-standing hypertensive disease,True,Hypertensive heart disease,0.92463
substance abuse,True,Child abuse,0.8561121
cardiology follow up,False,Hx of orthopedic surgery,0.7585362
Newton Health Center,False,Assisted living facility patient,0.69095576
5/14/92,False,"Chimera 46, XX/46, XY",0.62220466
5/19/92,False,"Chimera 46, XX/46, XY",0.6273241
metastatic ovarian carcinoma,True,Peritoneal carcinomatosis,0.90407264
an exploratory laparotomy,False,Tetralogy of Fallot w pulmonary atresia,0.7033964
widely metastatic ovarian carcinoma,True,Hx of ovarian carcinosarcoma,0.8964126
sigmoid narrowing,True,Sigmoid colon injury,0.88454014
a large left ovarian mass,True,Left ovarian mass,0.9215269
distal ileal narrowing,True,Congenital ileal absence,0.89866436
a right ovarian mass,True,Right ovarian mass,0.96696097
an ileostomy,True,Presence of ileostomy,0.8679387
debulking operation,False,Sterilization procedure,0.7326788
08:30 p.m. on the day,False,Stressful work schedule,0.532759
right foot pain,True,Right foot pain,1.0000002
increased numbness of the right foot,True,Stiffness of right foot joint,0.8736911
Sephsandpot Center,False,Chancroid,0.7193012
palpable right femoral and popliteal pulses,False,Right ulna pathological fx,0.84948426
no pedal pulses,False,Gas pain,0.76265645
the Fairm of Ijordcompmac Hospital,False,Vulvar edema,0.7473039
an arteriogram,False,Pulmonary arteritis,0.7987779
an embolus in the right profunda / femoral artery,False,Varicose veins of right leg w pain,0.79399633
an occlusion in the proximal calf,False,Centric occlusion maximum intercuspation discrepancy,0.80312085
an occlusion of posterior tibial artery,True,Right posterior communicating artery occlusion,0.89665395
embolectomy of the profunda superficial femoral vessels,True,Hx of appendectomy,0.8729786
The estimated blood loss,False,Anemia due to blood loss,0.7471604
a cold right lower extremity,False,Hx of lower extremity skin ulcer,0.8191143
diminished pulses,False,Repeated falls,0.8299729
a right popliteal exploration,False,Chronic DVT of right popliteal vein,0.8061926
23-09-2011,False,Elevated CA 27-29,0.52708596
06-10-2011,False,Elevated CA 27-29,0.5563763
a spontaneous triamniotic-trichorionic triplet pregnancy,False,Neonatal hypoxic ischemic encephalopathy,0.8250947
G4 P1,False,DM 2 w eye manifestation,0.7066834
spontaneous abortion,True,Pregnancy termination,0.86861783
Prenatal screens,False,Blood transfusion reaction,0.77060175
Blood type,False,Terminal illness,0.8076667
group beta Strep status,False,Strep group G infection,0.7398592
followed closely,False,Fatigue,0.76470935
betamethasone,False,Enoxaparin overdose,0.7966309
a shortened cervix,True,Duplication of uterine cervix,0.85640407
bed rest,False,Sleep talking,0.779256
Other medications,False,Adverse effect of anti-cold medication,0.7461788
elective cesarean section,True,Cesarean delivery,0.8820344
34 weeks,False,Irregular periods,0.6612192
spontaneous respirations,True,Painful respirations,0.8832474
blow-by oxygen,False,Chemical burn,0.7524679
the delivery room,False,Common atrium,0.711925
one minute,False,Starvation,0.6929786
five minutes,False,Headache,0.72759914
the Neonatal Intensive Care Unit,False,Palliative care,0.78105146
PHYSICAL EXAM,False,Pregnancy test negative,0.7538359
THE NEONATAL INTENSIVE CARE UNIT :,False,"Neonatal nontraumatic intraventricular hemorrhage, grade 1",0.7564362
head circumference,False,Male perineal mass,0.73772275
Nondysmorphic,False,"Encephalocele, unspecified",0.7409214
mild respiratory distress,True,Acute respiratory distress,0.92529297
open and flat,False,Dry skin,0.74405617
red reflex,True,Back disorder,0.8653784
Mild intercostal and sternal retractions,True,Intercostal neuralgia,0.8585623
Breath sounds,True,Mouth breathing,0.87564224
Femoral pulses,False,Right femoral artery injury,0.8315112
Testes descended,False,Tourettes disorder,0.7963445
Spine straight,False,Neck mass,0.7708608
normal sacrum,False,Sacrum disorder,0.8111055
Hips stable,False,Back disorder,0.8292661
Appropriate tone and reflexes,False,Paradoxical movement of vocal fold,0.72367615
nasal cannula O2,False,Deviated nasal septum,0.8447916
08-Dec hours,False,Irregular periods,0.6876041
his Neonatal Intensive Care Unit,False,Long term custodial care facility patient,0.7439295
spontaneous apnea,True,Sleep apnea,0.8774579
heart rates,True,Blood pressure elevation,0.86545026
blood pressures,False,Liver mass,0.8167016
Enteral feeds,False,IUD surveillance,0.71890104
full volume,False,POEMS syndrome,0.7507722
24 calories per ounce,False,"Protein calorie malnutrition, unspecified severity",0.6562023
Discharge weight,False,Declines procedure,0.8343654
unconjungated hyperbilirubinemia,False,Bilat recurrent irreducible inguinal hernia,0.78815436
His peak serum bilirubin,True,Elevated total bilirubin,0.86592966
day of life three,False,Phase of life problem,0.7311332
72 hours,False,Irregular periods,0.7042611
Rebound bilirubin,False,Bilirubinuria,0.81604624
day of life #7,False,Phase of life problem,0.68488467
a normal neurological examination,False,HX of arterial switch procedure,0.7769075
neurological concerns,False,Nasal disease,0.824591
Hearing screening,False,Genetic counseling,0.814883
automated auditory brain stem responses,False,Central auditory processing disorder,0.8126303
Breast feeding,False,Maternal breast feeding difficulty,0.7889526
Ferrous sulfate,False,Manganese deficiency,0.73178434
Car seat position screening,False,Gun safety counseling,0.73924667
90 minutes,False,Missed period,0.67552674
oxygen desaturation,False,Dehydration due to radiation,0.7106281
State Newborn Screens,False,Elder nutritional neglect,0.81402224
abnormal results,False,Terminal illness,0.7857567
hepatitis B,True,Hepatitis B,0.9999999
Synagis RSV prophylaxis,False,Myasthenia gravis w exacerbation,0.8042382
October through April,False,Irregular periods,0.7249061
32 weeks,False,Irregular periods,0.65352535
32 and 35 weeks,False,Irregular periods,0.6239184
chronic lung disease,True,Secondary lung disease,0.9481268
Influenza immunization,True,Infection following immunization,0.88297945
six months,False,Starvation,0.7687596
Prematurity at 34 weeks gestation,True,Postpartum gestational HTN,0.8750967
Unconjugated hyperbilirubinemia,False,Bilat recurrent irreducible femoral hernia,0.77139646
23-04-2014,False,Elevated CA 27-29,0.50898993
28-04-2014,False,"46, XX true hermaphrodite",0.51986897
Bipolar disorder,True,Paranoid disorder,0.88699794
apparent alprazolam overdose,True,Poisoning by acetaminophen,0.87254316
the St. Margaret 's Center for Women & Infants,False,Left glaucoma assoc w increased episcleral venous pressure,0.6399188
unable to give a history,False,Need for continuous supervision,0.711045
airway protection,False,Upper airway obstruction,0.8056776
awake,False,Headache,0.7955274
8 hours,False,Irregular periods,0.6840722
suicidal ideations,True,Suicidal ideation,0.9540564
self mutilation,True,Female genital mutilation status,0.87679327
told,True,Worries,0.9107387
feeling down,False,Back disorder,0.8295455
ingested,False,Accidental ingestion,0.7653185
5,False,Fatigue,0.80364203
5 days days worth,False,False labor before 37 weeks,0.6636953
her intent,False,Confusion,0.830378
end her life,False,Burnout,0.7412041
Toxicology consulted,False,Infectious disease carrier,0.8134525
benzo overdose,True,Estrogen overdose,0.8827466
ABG,False,ADHD,0.7782185
widened A-a gradient,False,Presence of tunnelled central line catheter,0.68299633
a d-dimer,False,Hx of enucleation of eye,0.7982347
bilateral,True,Pneumonia,0.89739233
bilateral pulmonary pulmonary embolisms embolisms,False,Septic pulmonary embolism w acute cor pulmonale,0.84373665
heparin drip,False,Heparin overdose,0.8488559
bilateral lower extremeties,False,Left ulna stress fx,0.80765915
waking up,False,Sleep talking,0.7493707
painful bullae on hands and arm,False,Localized swelling on bilat arms,0.8149625
plastic surgery,False,Genetic counseling,0.81584513
compartment syndrome,True,Compartment syndrome,0.99999994
kept elevated,False,Growing pains,0.7928597
her outpatient xanax dose,False,Antiemetic medication overdose,0.734252
any compartment syndrome,False,Charge syndrome,0.82322323
aggresive upper extremity elevation,False,Hx of lower extremity skin ulcer,0.81441677
swelling reduction,False,Abdominal swelling,0.8455801
good range of motion,False,Spastic gait,0.73099124
some poor range of motion,False,Instability of multiple joints,0.7637321
X-ray of the hands and wrist,False,Mass of soft tissue of right arm,0.7867512
seen by PT and OT,False,HX of Glenn shunt,0.7039801
hand exercises,False,Muscle weakness,0.7675168
lINR theraputic,False,Marasmic Kwashiorkor,0.7793527
the floor floor floor,False,Common atrium,0.70668566
patient 's urinalysis,False,Peritoneal dialysis catheter complication,0.81379646
6 day,False,Long sleeper,0.7092191
08/15/1998,False,"Chimera 46, XX/46, XY",0.61081284
08/22/1998,False,"Chimera 46, XX/46, XY",0.59382945
progressive angina,True,Nocturnal angina,0.8682978
rheumatoid fever,True,Rheumatoid arthritis,0.91437614
a heart murmur,False,Heart murmur,0.84500116
further testing,False,Repeated falls,0.74993813
antibiotic prophylaxis,True,Prophylactic antibiotic administration,0.9130081
quadruple coronary artery bypass graft surgery,True,Occlusion of coronary artery stent,0.90711105
Feargunwake Otacaa Community Hospital,False,Kwashiorkor,0.71818995
exertional angina,False,Unstable angina,0.75572395
a positive stress test,False,Treadmill stress test negative for angina pectoris,0.7859547
three or four grafts,False,Effusion of multiple joints,0.6818371
"October , 1989",False,"Angina, unspecified",0.63384056
her bypass operation,False,Autonomous thyroid goiter,0.79833853
a left internal mammary artery graft to the left anterior descending,True,"CAD of internal mammary artery graft, wo angina",0.90547836
saphenous vein graft to the obtuse marginal 1,True,"CAD of autologous vein graft, wo angina",0.8695849
a saphenous vein graft to the obtuse marginal 2,True,"CAD of autologous vein graft, wo angina",0.8652283
a DDD pacemaker,False,Hx of implantable cardiac pacemaker (removed),0.7936542
complete heart block,False,Complete colon obstruction,0.8353296
"November , 1997",False,Bleeding,0.67635113
Ona Hospital,False,MRSA carrier,0.78853846
a tight left internal mammary artery,True,Left mammary duct ectasia,0.8785509
left anterior descending stenosis,False,Right subclavian vein stenosis,0.84396774
high grade saphenous vein graft,True,"CAD of autologous vein graft, wo angina",0.89296395
obtuse marginal 1 stenosis,False,Tricuspid valve stenosis,0.7916883
patent obtuse marginal 2 graft,False,Patent foramen ovale,0.8106637
normal left ventricular function,True,Left ventricular systolic dysfunction,0.8994081
apical tip akinesis,False,Vocal cord nodule,0.79638237
exertional left chest burning,True,Exertional chest pain,0.87085974
radiating to the left neck and arm,False,Open animal bite of right forearm,0.7507322
re-do surgery,False,HX of back surgery,0.8067943
a percutaneous transluminal coronary angioplasty,True,HX of percutaneous transluminal coronary angioplasty,0.8614123
these symptoms,False,Declines chemotherapy,0.8053224
cardiac rehabilitation,False,Cardiac injury,0.81445134
"May , 1998",False,Hoarseness,0.65819097
an exercise tolerance test,False,Lack of physical exercise,0.7651696
her heart rate,False,Chest pain,0.73261285
diffuse ischemic ST segment changes,True,Hx of anterior ischemic optic neuropathy,0.8609612
increased lung uptake,False,Elevated serum lipase,0.802222
a reversible anterior and lateral defect,True,Right intermittent monocular exotropia,0.8606159
Her cardiac risk factors,False,At risk for cardiovascular disease,0.78983945
elevated cholesterol,True,Cholesterol ester storage disease,0.85239977
cigarette smoker,True,Tobacco smoker,0.94925
lactose intolerance,True,Lactose intolerance,0.99999994
a remote gastrointestinal bleed,True,Abnl gastrointestinal tract imaging,0.88422287
multiple ectopic pregnancies,False,Ectopic pregnancy,0.8455453
mid term miscarriages,False,"Fetal distress during labor, liveborn",0.8097491
a widow,False,Divorce,0.8473918
20 years,False,Long sleeper,0.6998325
retired,False,Injury,0.7945647
18 years,False,"Prolonged pregnancy, over 42 weeks",0.67815095
the Cardiac Catheterization Laboratory,True,HX of cardiac catheterization,0.87166506
her pulmonary wedge pressure,False,Pulmonary vessel stricture,0.80199355
her right atrial pressure,False,Right ulna stress fx,0.79479265
pulmonary artery pressure,True,Blood pressure elevation,0.851292
Her left ventricular contraction,False,Left ventricular dilatation,0.839867
akinesis of the anterior wall,True,"Adenocarcinoma, posterior wall of bladder",0.86392975
dyskinesis of the apex,False,Somatic dysfunction of lumbar region,0.8420125
preserved inferior contraction and basal contraction,False,Ossification of posterior longitudinal ligament of cervical spine,0.80622816
The saphenous vein to the high diagonal or high obtuse marginal,False,Hx of acalculous cholecystitis,0.74401325
The left internal mammary artery to the left anterior descending,True,"CAD of internal mammary artery graft, wo angina",0.8645012
The saphenous vein graft to the second obtuse marginal,False,"CAD of autologous vein graft, wo angina",0.8358664
significant stenosis,True,Spinal stenosis,0.88236654
an outflow lesion in the obtuse marginal 2,False,Derangement of left sacroiliac joint,0.82169497
severe distal lesion,True,Oral lesion,0.90760684
her culprit lesion,False,Skin lesion,0.7787484
too high risk,False,High fall risk,0.7510972
the severe disease,False,Influenza like illness,0.8132582
the graft,False,Operative wound dehiscence,0.72340685
saphenous vein harvested,False,Fhx of tuberous xanthoma,0.7613729
failure to sense,False,Intentional tremor,0.76484203
not sense the atrial contraction,False,Hx of atrial flutter,0.8185002
competition of firing,False,Stab wound of face,0.69477606
The P wave amplitude,False,T wave inversion in ekg,0.7969023
her coronary artery disease,True,Congenital coronary artery anomaly,0.8798605
her pacemaker,False,Stumbling gait,0.66104573
very symptomatic,False,Cardiovascular symptom,0.8333119
a beta blocker,False,Poisoning by beta blocker,0.82946044
significant pacemaker failure,True,Cardiac pacemaker infection,0.861944
Her pacemaker,False,Stumbling gait,0.66104573
set to a VVI mode,False,Hx of PICC line (removed),0.6997315
sensed appropriately,False,Callosity,0.8245659
a sinus rhythm,False,Junctional escape beats,0.78072464
significant angina,False,Stable angina,0.8490891
Carotid non-invasive testing,False,Carotid arterial graft complication,0.83591986
a coronary artery bypass graft,True,Coronary artery dissection,0.894536
the lack of conduit,False,Presence of PICC line,0.7554029
a large anterior myocardial infarction,True,Transient neonatal myocardial ischemia,0.8793926
her beta blockers,False,Beta blocker overdose,0.80070305
August 20,False,Stress,0.61811507
local anesthesia,False,Paresthesia,0.84775674
the leads disconnected,False,Declines lab draws,0.84472597
the pulse generator,False,Collapsing pulse,0.80848694
a CPI unit,False,Low income,0.6710226
appropriate atrial sensing,False,Hx of atrial flutter,0.7896893
the prior generator,False,Convergence excess,0.79106414
the leads,False,Canities,0.77620345
tolerated this well,False,Normal delivery,0.7554857
Her medications,False,Nausea,0.8172026
followed medically,False,Community acquired pneumonia,0.7498766
two failed bypass graft procedure,True,Cesarean section after failed forceps assisted vaginal delivery,0.8688925
31-03-2016,False,Elevated CA 27-29,0.5226957
01-04-2016,False,Elevated CA 27-29,0.54990906
stent to LAD,False,Macule,0.76205695
this pain,True,Pain crisis,0.8638008
anterior chest pain,True,Localized chest pain,0.9171411
radiation to right shoulder,False,Arthritis of right shoulder,0.8431203
45 minutes to 1 hour,False,HX of ST elevation MI,0.6088159
Providence Behavioral Health Hospital,False,Assisted living facility patient,0.7262511
urine cocaine,False,Cocaine overdose,0.84179986
elevations in the anterior leads ( v2-5 ),False,Adhesions of left TMJ,0.7994626
"some ST depressions in II , III , AvF",False,Hx of pagets disease of vulva,0.7609892
nitro gtt,False,Hydroureter,0.7302433
the cath lab,False,Crystal arthritis,0.65014905
hazy plaque in LAD,False,Declines lab draws,0.7762593
prior stent,False,Hx of iliac stent placement,0.79992807
80% hazy plaque in circumflex,False,"Strabismus, v pattern deviation",0.77264786
a totally occluded PLB ( with collaterals ),False,Fecal incontinence w incomplete defecation,0.7066163
1 cypher stent,False,HX of Glenn shunt,0.7361659
anginal symptoms,False,Corneal disorder,0.83085406
EKG changes,False,DM 2,0.7627168
"lesions in LAD , LcX , and PLB",False,"Lobar pneumonia, RML",0.7738426
hazy lesions,False,Epidemic vertigo,0.8441537
cocaine induced vasospasm,True,Cerebral vasospasm,0.85710764
18 hours,False,Irregular periods,0.6829404
post cath check,False,IUD surveillance,0.7667886
repeat Echo,False,Repeated falls,0.8147332
1 month,False,Starvation,0.70785993
Quincy Medical Center,False,Ileal cancer,0.69958
Low Na diet,False,Dietary calcium deficiency,0.79887795
1 liter fluid restriction,False,Type 1 MI,0.7146129
swan numbers,False,Elder neglect,0.8122987
cath,False,Crystal arthritis,0.6950043
cath / dye,False,Occult blood in stool,0.72041583
Cocaine use,True,Cocaine withdrawal,0.89817035
using cocaine,True,Cocaine withdrawal,0.88035494
EtOH use,False,Abnl glucose,0.73936236
police custody,False,AV block,0.73697776
24 hr,False,Type 2 MI,0.67109424
handcuffed to bed,False,Imprisonment or other incarceration,0.67637587
cardiac diet,False,Vitamin overdose,0.81497717
somnolent status,False,Daytime somnolence,0.8029232
10-01-2017,False,Elevated CA 27-29,0.52936614
16-01-2017,False,Elevated CA 27-29,0.5282537
found down,False,Breakthrough bleeding,0.8280682
change in mental status,False,"Altered mental status, unspecified",0.8494226
multiple medical problems,False,Head cancer,0.8389363
beta blocker,False,Adverse effect of beta blocker,0.84532464
the David,False,Elder neglect,0.8275834
minimally responsive,False,Intentional tremor,0.7645527
sodium bicarb,False,Salicylate overdose,0.74084413
activated charcoal,False,Insulinoma,0.7981956
Patient 's blood pressures,False,Blood pressure elevation,0.7443074
decrease systolics,False,Diastolic dysfunction,0.80446756
glucose drips,False,Cardiac tamponade,0.7479973
intentional overdose,True,Intentional tremor,0.9177915
glucagon drips,False,Loop diuretic overdose,0.7606258
good effect,False,Intentional tremor,0.77858645
a high suicide risk,False,High fall risk,0.8123129
the Psychiatry service,False,Elder nutritional neglect,0.7081033
medically stable,False,Cardiovascular device obstruction,0.73644924
her CKs,False,Skin thickening,0.7298655
trended down,False,Never smoked,0.77860856
suicide precautions,True,Ineffective coping,0.85008603
ICU level monitoring,False,High risk medication monitoring,0.7594981
the a.m. of 01-Aug,False,Chronic DVT of right popliteal vein,0.6939762
tongue biting,True,Tongue swelling,0.88365346
respiratory rates,True,Blood pressure elevation,0.8539854
a max respiratory rate,False,Low bladder compliance,0.76783377
further monitoring,False,Drowning,0.7744471
Patient 's hypoxia,True,Cerebral hypoxia,0.86520815
appropriate antibiotics,False,Declines screening,0.7927797
patient 's tachypnea,True,Neonatal transient tachypnea,0.86003494
alcohol and benzodiazepine withdrawal,True,Benzodiazepine overdose,0.8993569
seizure activity,False,Speech disturbance,0.82873046
Her delirium,False,Delirium,0.8121696
toxic metabolic,True,Poisoning by nitrate,0.8541123
barbiturate withdrawal,True,Barbiturate overdose,0.85905254
improved back at baseline,False,Low back injury,0.63962656
a one-to-one sitter,False,No able caregiver in household,0.6366675
psychiatric admission,False,Institution resident,0.84311056
medical issues,False,Financial problem,0.80326
called to see the patient,False,Performance of procedure on patient not scheduled for surgery,0.74703085
verbal command,False,Hostility,0.84202856
sternal rub,False,Accessory ovary,0.818033
"corneal reflexes , spontaneous breathing , heart sounds , or palpable pulses",False,Senile gait disturbance,0.82617605
pronounced dead,False,Acquired buried penis,0.76167846
06:15 a.m. on 16-01-2017,False,Right ankle joint pain,0.54036224
declined autopsy,False,Declines chemotherapy,0.82543206
patient 's death,False,Failed medical induction of labor,0.77383083
many years,False,Long sleeper,0.7562938
21-01-2011,False,Elevated CA 27-29,0.53278726
23-02-2011,False,Elevated CA 27-29,0.5088782
motor vehicle accident,True,"Cause of injury, off road vehicle accident",0.8558221
the Emergency Saints Medical Center,False,Assisted living facility patient,0.74266803
multiple trauma,True,Traumatic shock,0.8546294
an unrestrained driver,False,Emotionally unstable,0.71770275
a long extrication,False,Operative wound dehiscence,0.7103143
a blood pressure,False,Low blood pressure reading,0.8129584
an initial blood pressure,False,Low blood pressure reading,0.8470336
A groin line,False,"Excess skin, thigh",0.7863854
a grossly deformed left lower extremity,False,Acquired deformity of bilat forearms,0.81485844
Belmont Coma Scale,True,Glasgow coma scale,0.8662587
a heart rate,False,Blood pressure elevation,0.7787777
heme positive,False,Lipoid pneumonia,0.836951
meatal blood,False,Skin tag,0.7876113
grossly deformed,False,Nailbed deformity,0.7639518
a pinhole opening in the lateral thigh,False,Left humerus lateral epicondyle Fx,0.82150203
step-off at the back,False,Right nursemaids elbow,0.6860819
Admission laboratories,False,Genetic counseling,0.73332906
white blood cell count,True,White blood cell disorder,0.86741054
Arterial blood gas,False,Fecal urgency,0.8125008
a mild metabolic acidosis,True,Respiratory acidosis,0.87700063
Additional assay,False,IUD counseling,0.7352339
slight widening of the mediastinum,False,Cystic meniscus of left lateral anterior horn,0.8102286
chest x-ray,False,Abnl chest CT scan,0.76170325
The CT scan of the head and chest,False,Abnl chest CT scan,0.76239276
a small liver laceration,True,Liver laceration,0.8987597
the A/P pelvis,False,"Pelvic fx, multiple sites anterior posterior compression w stable pelvic ring",0.79770106
a distal ulnar and radial fracture,False,"Superficial palmar arch laceration, right hand",0.84533054
a left mid-shaft comminuted fracture of the femur,False,Open left radius shaft Fx,0.7433764
an intramedullary rodding of the femur,True,Renal medullary washout,0.8548181
open reduction,False,Back disorder,0.8313371
internal fixation of the radius and ulna,False,Left radius pathological fx,0.80800337
his head injury,True,Chest injury,0.8726466
multiple contusions in the frontal lobe,True,Right ear contusion,0.86510074
some blood loss anemia,True,Anemia due to blood loss,0.932577
A repeat CT scan,False,Abnl chest CT scan,0.82591
Physical Therapy,False,Genetic counseling,0.7747991
the Floor,False,Hoarseness,0.755241
some delirium,True,Delirium,0.8717555
suicidal ideation,True,Suicidal ideation,0.9999998
a post-head injury syndrome,False,Hx of closed head injury,0.83192945
diffuse cognitive deficits,True,Age related cognitive decline,0.8817555
some sedation,False,No evidence of disease,0.76622313
the cast,False,Declines lab draws,0.6779609
a long-leg cast,False,Gout of bilat knees,0.7444708
difficult to control,False,Difficult temperament,0.8049786
his care,False,Comfort care only,0.7503793
more docile and cooperative,False,Suspiciousness and marked evasiveness,0.68146896
began to follow commands,False,IUD surveillance,0.69945145
home rehabilitation,False,Abortion counseling,0.8120953
Multiple trauma,True,Traumatic shock,0.8546294
severe frontal head injury,True,Traumatic head injury,0.8960394
Open fracture of the femur,True,Superficial injury of pelvis,0.87417626
Radial and ulnar fractures,False,Disorder of multiple joints,0.8464253
Liver laceration,True,Liver laceration,1.0
Open reduction,False,Back disorder,0.8313371
internal fixation of femur,True,Exostosis of right femur,0.8698578
internal fixation of radius and ulna,True,Bone cyst of left ulna,0.8552557
q. four hours,False,Right radius Fx,0.68988824
q. four to six hours,False,"Onset of labor between 37 to 39 weeks gestation, W cesarean section",0.7171633
q. h.s.,False,MRSA pneumonia,0.664188
05-04-2016,False,Elevated CA 27-29,0.560406
11-04-2016,False,Elevated CA 27-29,0.54549307
high cholesterol,True,Cholesterol ester storage disease,0.85622096
his usual state of health,False,"Phase of life, in remission",0.6727248
raking leaves,False,Teeth crowding,0.7765043
mid chest pain,True,Chest pain,0.91143817
radiated to the left arm,False,Right brow ptosis,0.7626738
That night,False,Kissing spine,0.6980868
stopped breathing,False,Bleeding,0.7949261
mouth-to-mouth resuscitation,False,Blood transfusion reaction,0.70956504
regained consciousness,False,Blurred vision,0.77644306
an outside hospital,False,Inadequate housing,0.78233945
an acute inferior myocardial infarction,True,Transient neonatal myocardial ischemia,0.8889817
thrombolytic therapy,True,Long term anxiolytic medication therapy,0.8763972
His troponin,False,Posthitis,0.7508555
a left ventricular ejection fraction,True,Left ventricular dilatation,0.87737024
mitral regurgitation,False,Mitral valve regurgitation,0.6648303
right coronary artery dominant diseased,True,Congenital coronary artery anomaly,0.90746284
x 4,False,Rh negative,0.7123753
saphenous vein graft to the diagonal,True,"CAD of autologous vein graft, wo angina",0.8695849
saphenous vein graft to obtuse marginal,True,"CAD of autologous vein graft, wo angina",0.86318153
saphenous vein graft to right coronary artery,True,Occlusion of bypass graft,0.8618214
the cardiac intensive care unit,False,Palliative care,0.74963796
postoperative management,False,Chronic postoperative pain,0.82125336
beta blockers,False,Poisoning by beta blocker,0.84207225
pacing wires,False,Pain crisis,0.8482297
chest tubes,False,Chest mass,0.8399659
the course of his stay,False,Phase of life problem,0.69342905
the regular cardiac surgery floor,False,HX of major cardiovascular surgery,0.77931947
ambulated well,False,Locked in syndrome,0.72724015
his activities of daily living,False,Problems related to living in residential institution,0.7242134
seen by physical therapy,False,Declines skin exam,0.78251886
three to five weeks,False,"Onset of labor between 37 to 39 weeks gestation, W cesarean section",0.71457696
endurance training,False,Muscle weakness,0.7496997
further physical therapy,False,Declines radiation therapy,0.7902998
good condition,False,Low testosterone,0.7350765
a regular heart-healthy diet,False,Natural family planning education to avoid pregnancy,0.7287729
regular activity,False,Irregular periods,0.8010322
strenuous activity,False,Exhaustion due to excessive exertion,0.78794074
pain medications,False,Chronic pain,0.820627
four weeks,False,Starvation,0.76453125
two to three weeks,False,Irregular periods,0.72254485
13-05-2015,False,Elevated CA 27-29,0.54179615
20-05-2015,False,"46, XX true hermaphrodite",0.5190432
chronic obstructive pulmonary disease,True,Chronic obstructive asthma,0.9253963
cerebrovascular accident,True,Congenital cerebrovascular anomaly,0.9139519
no idea why she was brought,False,Suspected MRSA carrier,0.6896888
any symptoms,False,Gi symptoms,0.7894757
an occasional nonproductive cough,False,Nonvenomous insect bite of anus,0.70055544
for years,False,Worries,0.7373296
alternating chills and feeling hot,False,Chills,0.78343976
her assisted living facility,False,Assisted living facility patient,0.84113795
a Holter monitor,False,Strep carrier,0.725386
first degree AV block,True,"AV block, second degree",0.8704902
a rate,False,Canities,0.7868459
nebulizer treatment,False,Splenic calcification,0.75237525
chronic obstructive pulmonary disease exacerbation,True,Chronic obstructive asthma,0.91946644
lateral ST depressions,False,Abnl palmar creases,0.83183575
deny,True,Glare,0.9110558
bright red blood per rectum,True,Bright red blood per rectum,1.0
urinary frequency and urgency,True,Urinary frequency,0.919689
