Entity,Match,Matched Entity,Score
decided to take his life,False,"Phase of life, in remission",0.81739813
unable to pay,False,Change of job,0.8284186
leukemia,True,Plasma cell leukemia,0.943951
any suicidal or homicidal ideation,True,Homicidal ideation,0.89646804
the patient &apos;s gunshot wound,False,Relational problems w in-laws,0.84595865
severe low back pain,True,Chronic low back pain,0.9771809
radiating down the right leg,True,Right lower leg injury,0.9176131
this problem,True,Acute MI,0.90249383
worsening low back pain,True,Chronic low back pain,0.95490885
radiates,True,Solar lentigo,0.8656287
a shock like intensity down the right leg,True,"Acute DVT of left leg, unspecified vein",0.9000489
urinary incontinence,True,Urinary incontinence,0.9999998
any changes in bowel habits,True,Change in bowel habit,0.9678888
L4/5 facet enhancement,True,Hx of deep lamellar endothelial keratectomy,0.89390194
Thad lesion,True,Brain lesion,0.9106326
a facet hypertrophy,True,Tonsil hypertrophy,0.9429121
an infectious process,True,Recurrent bacterial infection,0.9049008
mild pain in right hip,True,Right calf pain,0.9438318
painful,True,Headache,0.9448716
"CHF,COPD",True,"CHF, stage D",0.9305952
pulseless,True,Collapsing pulse,0.8686098
hypothermic,True,Hypothermia,0.9922826
pnuemobilia,True,Bilat pseudopterygium,0.9210253
thickening of sigmoid,True,Hx of sigmoid colectomy,0.9488435
a multiple medical problems,True,Psychological factors affecting other medical conditions,0.91705513
Sylvia,True,IUD surveillance,0.9019003
COPD,True,Secondary dm,0.8945483
a mildly tender abdomen,True,Abdominal tenderness,0.9435662
peritoneal signs,True,Peritoneal disease,0.98438257
PTx,True,ADHD,0.91481525
mildly agitated,True,Prominent ears,0.9019585
a severe resp acidosis,True,Acute respiratory alkalosis,0.91926175
severe hypoxia,True,Hypoxia,0.9755867
complete collapse of the L lung,True,Moderate laceration of heart w hemopericardium,0.90566754
a bleb,True,Filtering bleb inflammation,0.922271
her severe COPD,True,AICD complication,0.8916254
a severe respiratory acidosis,True,Acute respiratory alkalosis,0.9622476
IgA nephropathy,True,IGA nephropathy,1.0000002
developmental delay,True,Developmental delay,1.0
&quot; raccoon eyes &quot;,False,Acquired bilat genu valgum,0.8066492
bleed,True,Bleeding,0.9734144
loc,True,Lop ears,0.9253229
old stroke,True,Late effect of stroke,0.89277077
fixed defect,True,Flail joint,0.8825592
small inferolateral reversible,True,Bilat nipple inversion,0.9056995
telemetry events,True,Cardiovascular device protrusion,0.87790114
recent ventricular arrhythmia,True,Ventricular arrhythmia,0.97425485
a thrombus,True,Mural thrombus of heart post acute MI,0.9185372
moderate cLVH,True,Bilat entropion,0.89862067
abnormal diastolic function,True,Diastolic dysfunction,0.96721435
moderate MR,True,DM 2,0.89021146
moderate TR,True,Elevated TSH,0.913566
severe LAE,True,Striae,0.8706634
ionfiltrative cardiomyopathy,True,Idiopathic cardiomyopathy,0.92100596
amyloidosis,True,Cardiac amyloidosis,0.9762558
stenosis,True,Spinal stenosis,0.9258137
orthostatic hypotension,True,Orthostatic hypotension,1.0
reversible ischemia,True,Cerebral ischemia,0.95213944
troponins persistently elevated,True,Elevated troponin I,0.9463316
his renal disease,True,Acute renal failure w renal papillary necrosis,0.9390579
ACS,True,Melena,0.9117742
bleeding risk,True,Breakthrough bleeding,0.9491775
a macrocytosis,True,Macrocytosis,0.96798825
B12 deficiency,True,Vitamin B12 deficiency,0.93314457
peripheral neuropathy BLE,True,Peripheral neuropathy,0.9408804
EtOH WD,True,IUD surveillance,0.88293135
alcohol withdrawal,True,Alcohol withdrawal,1.0000002
R pleural effusion,True,Bilat pleural effusion,0.9828212
R complex renal cyst,True,Acquired complex renal cyst,0.98008907
bladder diverticula,True,Bladder diverticulum,0.9906622
these incidental findings,True,Adrenal incidentaloma,0.87412107
fecal leukocytes,True,Fecal urgency,0.9138749
recent illness,True,Rash,0.90412486
extensive posturing,True,Excessive masturbation,0.90167224
diffuse subarachnoid hemorrhage,True,"Nontraumatic subarachnoid hemorrhage, anterior communicating artery",0.94912815
intraventricular blood,True,Hx of intraventricular hemorrhage,0.9566651
an aneurysm,True,"Ruptured aneurysm of abdominal aorta, unspecified part",0.96053684
the diffuse subarachnoid hemorrhage,True,Hx of subarachnoid hemorrhage,0.9274044
a new cerebellar hemorrhage,True,Cerebellar tonsil hernia into foramen magnum,0.94077885
a smoker,True,Tobacco smoker,0.91866875
10-Oct substernal chest pain,True,Tight hymenal ring,0.90335035
Each episode,True,Insect sting,0.88674176
unremitting 12-May pain,True,Low back pain with bilat sciatica,0.8881752
ST elevations in V1-V3,True,Acute DVT of inferior vena cava,0.9150022
T wave inversions,True,T wave inversion in ekg,0.9485524
elevations,True,Confusion,0.9520165
left LAD with 99% midstenosis,True,"Left leg artery stenosis, unspecified symptoms",0.91073227
The chest pain,True,Chest pain,0.94799924
occlusions,True,Occlusion of unspecified artery,0.895427
further pain,True,Pain crisis,0.9228825
previous chest pain,True,Localized chest pain,0.9163304
pressure,True,Injury,0.92246056
his coronary artery disease,True,Acquired coronary artery fistula,0.9191498
a mildly dilated left atrium,True,Right atrial enlargement,0.9289588
mild symmetric LVH,True,GI system disorder due to Chagas disease,0.8867922
mild region LV systolic dysfunction,True,Left ventricular diastolic dysfunction,0.8942492
arresting regional wall motion abnormality,True,Subendocardial ischemia,0.9002124
focal apical hypokinesis,True,Atypical lobular hyperplasia of bilat breasts,0.91739357
a moderately dilated aortic root,True,Dilated aortic root,0.97971284
a mildly dilated ascending aorta,True,Dilated aortic root,0.95808697
pericardial effusions,True,Pericardial effusion,0.9872309
CHF signs or symptoms,True,BPH w nocturia,0.89817184
The risk factors,True,Occupational exposure to risk factor,0.87563944
any chest pain,True,Localized chest pain,0.91396093
chest pressure,True,Chest cold,0.94343925
difficulty breathing,True,Difficulty feeding self,0.9403173
light-headiness,True,Sunstroke,0.90852463
ST elevation myocardial infarction,True,Silent myocardial ischemia,0.93759793
recently diagnosed abdominal carcinomatosis,True,"Renal cell carcinoma, right kidney",0.93782544
a large omental mass,True,Skin mass of abdominal wall,0.9197824
adenocarcinoma,True,"Adenocarcinoma, head",0.98299384
hepatobiliary origin,True,Extrahepatic bile duct cancer,0.92960626
an extrinsic mass present on the stomach,True,"Superficial foreign body of anus, w infection",0.8961372
increased abdominal pain,True,Lower abdominal pain,0.94209474
poor oral intake,True,Dietary calcium deficiency,0.8995526
generalized weakness,True,Pulmonary siderosis,0.91277075
increased vomiting,True,Persistent vomiting,0.9473728
increased shortness of breath,True,Dyspnea,0.8893935
difficulty catching his breath,True,Breath holding spell,0.8920175
a left pleural effusion,True,Secondary pleural effusion,0.9690086
pulmonary embolism,True,Cerebral embolism,0.9821389
subsegmental pulmonary emboli of the upper lobes,True,Acute pulmonary embolism,0.9392021
infiltrates,True,Pulmonary infiltrates,0.9584944
aspiration pneumonia,True,Aspiration pneumonia,1.0
the pulmonary emboli,True,Acute pulmonary embolism,0.9603133
increasing abdominal distention,True,Bladder distention,0.9381797
fluid,True,Confusion,0.9563427
persistent gastric secretions,True,Acute gastric erosion,0.9275782
the gastric secretions,True,Aspiration of gastric contents into lung,0.93023133
respiratory status declined further,True,Respiratory abnormality,0.91053194
an increasing left-sided pleural effusion,True,Bilat pleural effusion,0.9235653
decline,True,Confusion,0.9449568
recurrent pain,True,Recurrent abdominal pain,0.94409406
a proximal right coronary artery lesion,True,Occlusion of coronary artery stent,0.92774546
"stable , mild angina",True,Stable angina,0.9576098
stress,True,Stress,1.0000002
substernal chest pain,True,Sternal chest pain,0.9345874
This waxed and waned,True,Acquired overriding toes of bilat feet,0.86492944
increased T wave inversions in V3,True,Anemia due to CKD stage 1 (GFR >=90),0.88718045
ST segment depression in V3,True,"Acute ST elevation MI, inferior wall",0.92550945
distended,True,Bladder distention,0.8897539
diminished,True,Canities,0.86197615
a grade II-II apical and systolic murmur,True,Incomplete C1-C4 quadriplegia,0.86173165
edema of the feet,True,"Edema, left eyelid",0.9238767
poor R wave progression,True,Left pupil function abnormality,0.8813373
left atrial enlargement,True,Left atrial enlargement,0.99999994
"T wave inversion in leads V 4 , 5",True,T wave inversion in ekg,0.92609125
chest discomfort,True,Chest discomfort,0.9999999
ST depressions,True,"Acute ST elevation MI, unspecified",0.8993997
coronary disease,True,Coronary arteritis,0.9414869
three vessel coronary artery disease,True,Coronary arteritis,0.919523
carotid stenosis,True,Left carotid artery stenosis,0.96127045
aphasia,True,Aphasia,1.0000002
deficits,True,Brain death,0.9092506
TIA,True,Croup,0.9163562
change in neuro status,True,Hx of neurosis,0.93349564
bilateral DVT,True,Chronic DVT of left arm,0.92836803
increased respiratory secretions,True,Salivary secretion disturbance,0.90895057
elevated fever,True,Acute MI,0.91149
the patient &apos;s delirium,False,Relational problems w in-laws,0.84595865
the aspiration pneumonia,True,Aspiration pneumonia,0.96559936
positive urine culture,True,Positive culture finding,0.94708836
some wheezing,True,Wheezing,0.96252346
fixed dilated pupils,True,Left atonic pupil,0.91940504
certified dead,True,Embedded tooth,0.86155117
fall,True,Divorce,0.91021866
loss of consciousness,True,Transient global amnesia,0.9048573
event,True,Fatigue,0.92643505
parietal subdural bleed on the right side,True,Subdural hematoma due to birth trauma,0.9481328
complicated,True,Corn,0.96234554
a congenital cystic adenomatoid malformation,True,Congenital cystic globe,0.98084545
CCAM,True,Secondary dm,0.9004535
hypothyroidism,True,Hypothyroidism,1.0000001
abdominal distention,True,Bladder distention,0.940194
constipation,True,Constipation,1.0
hematochezia,True,Hematemesis,0.9416473
this constipation,True,Constipation,0.9774438
volvulus,True,Uvular inflammation,0.90386915
obvious mucosal abnormalities,True,Oral mucosal lesion,0.93947375
mucous like stool,True,Mucus plugging,0.9225959
a large amount of gas,True,Effects of high pressure fluids,0.88190156
significantly less distended,True,Bladder distention,0.9055937
far less distended,True,Bladder distention,0.87728107
severe heart failure,True,Left heart failure,0.9701403
CMV infection,True,CMV infection,0.9999999
poorly controlled lipids,True,Low blood pressure reading,0.9175003
chronic renal insufficiency,True,Chronic renal insufficiency,0.99999976
coronary angiography,True,Coronary arteritis,0.9304925
atherosclerosis,True,Atherosclerosis,0.99999994
progression of coronary allograft disease,True,Hx of allograft meniscal transplant,0.9156039
grade 1B rejection,True,Type 1 MI,0.87616384
endothelialitis,True,Capillaritis,0.92149335
eosinophils,True,Pulmonary eosinophilia,0.96341455
cariogenic pulmonary edema,True,Chronic pulmonary edema,0.92962277
mild congestive heart failure,True,"Systolic heart failure, unspecified acuity",0.9475744
aggressive coronary allograft vasculopathy,True,Hx of allograft meniscal transplant,0.9139587
cardiac arrest,True,Respiratory arrest,0.9412869
ventricular tachycardia,True,"Ventricular tachycardia, monomorphic",0.99304277
ventricular fibrillation,True,Ventricular fibrillation,1.0
dead,True,Fever,0.9296383
rheumatic fever,True,Rheumatic fever,0.99999994
chronic atrial fibrillation,True,Chronic atrial fibrillation,1.0
progressive heart failure,True,Left heart failure,0.96496487
worsening mitral stenosis,True,Mitral valve stenosis,0.9590585
severe pulmonary hypertension,True,Hx of portal hypertension,0.9297816
severe mitral stenosis,True,Mitral valve stenosis,0.9744646
secondary tricuspid valve regurgitation,True,Tricuspid valve disorder,0.96967745
pulmonary hypertension,True,Hypertensive crisis,0.93139005
sinus rhythm,True,Presence of cardiac pacemaker,0.8920009
initially slightly agitated,True,Transient heat fatigue,0.8811462
an Intensive Care Unit psychosis,True,"Postpartum psychosis, in remission",0.90345204
a slow ventricular response,True,HX of sustained ventricular tachycardia,0.9221577
somewhat anemic,True,Scorbutic anemia,0.90057623
resolving edema,True,Hx of retinal edema,0.88842225
a clear chest,True,Abdominal bruit,0.9034479
locally invasive prostate cancer,True,Recurrent prostate cancer,0.9554835
postoperative bleeding,True,Postoperative pneumonia,0.97871286
the wound,True,Wound drainage,0.9071208
a fluid collection,True,Soft tissue swelling,0.90729326
The fevers,True,Yaws of bone,0.89944875
pus,True,Milia,0.9132161
the wound site,True,Superficial wound separation,0.9239501
The wound erythema,True,Erythema,0.92561746
gram-positive cocci in clusters,True,Gram neg bacteremia,0.9211464
gram-negative rods,True,Gram negative pneumonia,0.9536641
an enterocutaneous fistula,True,Colostomy fistula,0.93320227
continued drainage,True,Wound drainage,0.92786556
The drainage,True,Wound drainage,0.90374684
a fistula from the bowel,True,Fistula of intestine to abdominal wall,0.9482652
his wound bacteria,True,Superficial wound separation,0.92412174
remaineda febrile,True,Simple febrile seizure,0.9561399
his wound,True,Wound drainage,0.9134122
His wound,True,Wound drainage,0.9134122
moderate dark drainage,True,Photophobia,0.903592
rheumatic heart disease,True,Rheumatic heart disease,0.9999999
epistaxis,True,Epistaxis,0.9999998
collaterals,True,Great vessels cancer,0.9106233
stage IIIB carcinoma of the cervix,True,"Carcinosarcoma, right ovary",0.9250186
known periaortic and splenic metastases,True,Abdominal aortic intramural hematoma,0.9162289
her cancer,True,Lip cancer,0.91557854
"extensive disease of the uterus , ovarian tubes , omentum and the periaortic lymph nodes",True,Uterine tumor in pregnancy,0.9212154
ileus,True,Ileus,1.0000004
uremia,True,Uremia,1.0
high BUN and creatinine,True,BPH w urinary hesitancy,0.9142182
bilateral hydronephrosis,True,Hydronephrosis,0.979615
disease in the pelvis,True,"Sarcoma, pelvis",0.9302871
other abnormality,True,Fetal cardiac abnormality,0.898752
metastatic disease to her skin,True,Metastatic cancer to right eye,0.9513637
cerebral atrophy,True,Acquired cerebral atrophy,0.95070076
any further problem,True,Acute situational disturbance,0.87635994
further obstruction,True,Obstructive shock,0.9331468
good,True,Angry,0.92898
the mental instability,True,Emotional disturbance of childhood,0.90454566
her cerebral atrophy,True,Acquired cerebral atrophy,0.93919015
senility,True,Senility,0.9999997
acute inferior myocardial infarction,True,Silent myocardial ischemia,0.9437896
the chest pain,True,Chest pain,0.94799924
totally occluded,True,Cerebral artery occlusion,0.90431356
a 40% stenosis in the proximal segment,True,"Left leg artery stenosis, unspecified symptoms",0.89076036
mild atherosclerotic,True,Generalized atherosclerosis,0.9680743
The RCA occlusion,True,Centric occlusion maximum intercuspation discrepancy,0.91405797
RV infarct,True,Hx of ischemic stroke,0.91474545
a clear A wave,True,Bilat itchy eyes,0.8747797
quite confused,True,Tetany,0.91211057
inferoposteriorakinesis,True,Hypotestosteronism,0.8917607
the patient &apos;s mental status,False,Relational problems w in-laws,0.84595865
angina,True,Stable angina,0.97004527
diabetes type I,True,Type 2 MI,0.9133506
anemia,True,Anemia,1.0000001
GERD,True,IUD surveillance,0.9126482
hypoxic respiratory failure,True,Acute hypoxemic respiratory failure,0.9768666
febrile,True,Simple febrile seizure,0.95839393
continued nause,True,Persistent miosis,0.91637254
progressive respiratory failure,True,Acute respiratory failure,0.96182334
inspiratory stridor,True,Dyspnea,0.92377776
soft tissue swelling,True,Soft tissue swelling,1.0000001
perihilar and bibasilar opacities,True,Accessory bilat tarsal bones,0.8699994
a pneumonia,True,Acute MI,0.9232116
ARDS,True,Rales,0.9323509
gram-positive cocci in her sputum,True,Gonococcal infection of anus and rectum,0.90937686
MRSA,True,MRSA carrier,0.9374971
her MRSA pneumonia,True,MRSA pneumonia,0.92778313
the soft tissue swelling,True,Soft tissue swelling,0.9619455
increased soft tissues within the pharynx,True,Pharynx injury,0.9287021
this swelling,True,Tetany,0.92143136
displaced,True,Canities,0.8759001
stridor,True,Stridor,1.0000001
gram negative rods,True,Gram negative pneumonia,0.9645964
enterobacter cloacae,True,Campylobacter enteritis,0.92953235
her bacteremia,True,MRSA bacteremia,0.95426446
positive cultures,True,Positive culture finding,0.95934224
an abscess,True,Abscess,0.9594912
inadequate po contrast intake,True,Adverse effect of oral contrast,0.89964724
a cecal cystic lesion,True,Enterogenous cyst,0.9286073
persistently borderline hypoglycemic,True,Neonatal transient hypoparathyroidism,0.9128055
ketosis,True,Ketosis,0.99999994
nauseated,True,Vomiting,0.9466062
taking pos,True,IV drug use,0.8778117
long-standing type I diabetes,True,DM 2 w peripheral vascular disease,0.89257824
pro-motility,True,Fhx of myotonic muscular dystrophy,0.86307997
a bad reaction,True,Left itchy eye,0.87391895
Her nausea,True,Vomiting,0.9103054
her symptoms,True,Abdominal swelling,0.8987205
adrenal insufficiency,True,"Adrenal insufficiency, unspecified",0.9887294
bowel obstruction,True,Bowel obstruction,0.9999998
non-specific bowel gas patterns,True,Fecal impaction in rectum,0.917765
an early obstruction,True,Obstructive shock,0.9229468
early obstruction,True,Obstructive shock,0.942225
celiac disease,True,Celiac disease,0.9999999
elevated LFTs,True,Elevated LDH,0.98250383
any acute pathology,True,Acute lower respiratory infection,0.89664924
a line infection,True,IUD insertion,0.89249
restrictive and obstructive lung disease,True,Post obstructive pneumonia,0.9370463
dilated cardiomyopathy,True,Dilated cardiomyopathy,1.0
inferior myocardial infarction,True,Postmyocardial infarction syndrome,0.95687747
anterior mediastinal masses,True,Mediastinal mass,0.97174984
sudden onset dyspnea,True,Dyspnea,0.9536035
severe dyspnea,True,Dyspnea,0.97455657
interstitial or alveolar edema,True,Interstitial lung disease due to collagen vascular disease,0.9224567
preceding worsening orthopnea,True,Orthopnea,0.92862946
hematemesis,True,Hematemesis,1.0000001
his symptoms,True,Abdominal swelling,0.8814032
PE,True,Tetany,0.91047347
a subsegmental defect in the lingular,True,Irreducible incisional hernia,0.90115905
acute pulmonary embolism,True,Acute pulmonary embolism,0.9999999
occlusion of the right coronary artery proximally,True,Occlusion of coronary artery stent,0.9541604
insignificant plaquing in the left anterior descending artery,True,Bilat lens subluxation,0.901078
multi-factorial dyspnea,True,Multifactorial gait,0.91377646
his ventilatory limitation,True,Respiratory insufficiency,0.89789134
a chronic low output state,True,Anemia due to chronic blood loss,0.9097788
tracheobronchomalacia,True,Tracheobronchitis,0.94587344
PMR,True,Melena,0.9185226
recurrent pneumonias,True,Recurrent pneumonia,0.9801417
pleural effusions,True,Pleural effusion,0.9844372
poorly,True,Confusion,0.940796
pleuritic chest pain,True,Pleuritic chest pain,0.99999976
cardiac history,True,Heart murmur,0.9127056
Pleural effusion,True,Pleural effusion,1.0000002
the pleural effusions,True,Pleural effusion,0.9635321
peripheral edema,True,Peripheral edema,1.0
focal wall motion abnormality,True,Left pupil function abnormality,0.87086487
high levels,True,Elevated CEA,0.9264682
a diffuse erythematous rash,True,Erythema dyschromicum perstans,0.9315401
an ID reaction,True,Id reaction,0.9263388
a recent fungal infection,True,Fungal pneumonia,0.92894024
a drug reaction,True,Drug induced fever,0.90843165
rash,True,Rash,0.99999994
insulin dependent diabetes mellitus,True,Neonatal diabetes mellitus,0.9250366
a right above-knee amputation,True,Traumatic right above knee amputation,0.9724185
a small ulceration in the left great toe,True,Chronic ulcer of left ear,0.94469976
osteomyelitis involving the first digit,True,Osteomyelitis of left femur,0.97198373
evidence of acute disease,True,Localized Salmonella infection,0.9004367
diabetic small vessel disease,True,Hx of diabetic small vessel disease,0.9430362
spasm of his digits,True,Muscle spasm of right calf,0.945907
his left great toe ulcer,True,"Pressure ulcer of left foot, unspecified stage",0.94856566
osteomyelitis,True,Osteomyelitis,0.99999994
The incision,True,Puncture wound of lip,0.8919866
bilateral lung nodules,True,Multiple pulmonary nodules,0.97418076
an adrenal abnormality,True,Primary adrenal insufficiency,0.9498923
Diffuse adenopathy,True,Toxic diffuse thyroid goiter,0.9352521
positioning difficulty,True,Chest cold,0.91095376
difficult intubation,True,Difficult intubation,0.99999976
multiple pulmonary nodules,True,Multiple pulmonary nodules,1.0000001
very small nodes,True,Bulky stool,0.8792435
hilar adenopathy,True,Adenoid disease,0.93332016
hepatosplenomegaly,True,Hepatosplenomegaly,1.0000004
adrenal mass,True,Left adrenal mass,0.96012217
ventricular fibrillation arrest,True,Ventricular fibrillation,0.99421495
a urinary tract infection,True,Urinary tract calculus,0.9659836
an E. coli urinary tract infection,True,Escherichia coli UTI,0.92385525
rapid atrial fibrillation,True,Ventricular fibrillation,0.9733451
ST elevation in inferior leads,True,"Acute ST elevation MI, inferior wall",0.9322076
mild to moderate congestive heart failure,True,"Systolic heart failure, unspecified acuity",0.9380331
post-infarction angina,True,Postinfarction angina,0.99067587
a focal 50% stenosis in the mid-portion,True,"Left arm artery stenosis, unspecified symptoms",0.9127178
moderate plaques,False,Low blood pressure reading,0.847196
a 50% proximal stenosis of the right anterior oblique caudal,True,"Left arm artery stenosis, unspecified symptoms",0.8965843
a 50% stenosis,True,Vascular graft stenosis,0.88561785
a long 30% stenosis,True,"Presence of stent, left coronary artery, anterior descending branch",0.9010194
an 80% stenosis,True,Vascular graft stenosis,0.8871854
akinesis of the posterobasal walls,True,Hx of bilat shoulder hemiarthroplasty,0.90362924
severe hypokinesis of the diaphragmatic wall,True,Right ocular hypotonia due to ocular fistula,0.9117386
trace mitral regurgitation,True,Mitral valve regurgitation,0.97840726
myocardial viability,True,Subendocardial ischemia,0.92876184
the infarct zone,True,Hx of spinal cord infarction,0.90685856
The right coronary artery lesion,True,Occlusion of coronary artery stent,0.9379059
severe stenosis in the obtuse marginal 1,True,Presence of stent of bypass graft,0.9147551
further angina,True,Stable angina,0.9706831
diagnostic electrocardiogram changes,True,Presence of cardiac pacemaker,0.91304255
ischemia,True,Demand ischemia,0.9680434
angina pectoris,True,Unstable angina,0.944747
a large region of persistently reduced blood flow,True,Bright red blood per rectum,0.88381505
scar,True,Tattoo,0.94008857
definite perfusion abnormality in the circumflex zone,True,Left pupil function abnormality,0.90001917
metastatic papillary carcinoma of the thyroid,True,"Papillary serous carcinoma, endometrium",0.9599512
progressive weakness,True,Rash,0.91700375
a serious upper respiratory tract infection,True,Acute lower respiratory infection,0.94782996
fatigue,True,Fatigue,1.0000002
a weight loss of 15 pounds,False,Loss of height,0.84038424
her upper respiratory tract infection,True,Upper respiratory tract disease,0.9451158
her weakness,True,Heartburn,0.90050316
increased uptake at the manubrium,True,Hx of Sertoli cell only syndrome,0.90481126
an old fracture,True,Right foot laceration,0.887206
an inferior thyroid mass,True,Thyroid mass,0.94625103
an enlarged spleen,True,Splenic mass,0.92821157
a lytic lesion on the right iliac bone,True,Subcutaneous nodule of left lower leg,0.9417183
a benign renal cyst,True,Simple renal cyst,0.9639826
metastases papillary carcinoma of the thyroid,True,"Papillary carcinoma, thyroid",0.92789686
decreased function,True,Elevated CEA,0.9095051
displacement of the thyroid,True,Thyroid gland laceration,0.9174918
a cold mass,True,Smallpox,0.8928342
calcifications on the right side,True,Calcification of multiple muscles due to burns,0.9452506
a small pulmonary nodule,True,Solitary pulmonary nodule,0.9549427
a necrotic mass,True,Subacute necrotic myelopathy,0.92415255
profound weakness,True,Terminal illness,0.9070451
a decreased appetite,True,Loss of appetite,0.91039497
lower extremity edema,True,Hx of lower extremity skin ulcer,0.91906095
left upper extremity swelling,True,Right upper arm pain,0.9462853
papillary thyroid carcinoma,True,"Papillary carcinoma, thyroid",0.9557741
radiation exposure,True,Radiation sickness,0.95856947
thyroid carcinoma,True,Thyroid cancer,0.9585868
exposure to tuberculosis,True,Exposure to viral disease,0.939913
papillary carcinoma of the thyroid,True,"Papillary carcinoma, thyroid",0.99361783
bone involvement,True,Bone pain,0.9300755
lung involvement,True,Lung disease,0.9593463
myeloproliferative / myelodysplastic disorder,True,Chronic myeloproliferative disorder,0.96518505
the hyper-eosinophilic syndrome,True,Diffuse eosinophilic fasciitis,0.93751097
maturation of leukocytes,True,Leukocyte adhesion deficiency type 1,0.89199764
markedly increased eosinophilic proliferation,True,Pulmonary eosinophilia,0.9474504
edema of the left upper extremity,True,"Edema, left upper eyelid",0.9397831
a thrombosis of the left subclavian vein,True,Acute thrombosis of left superficial arm vein,0.9677991
some thrombosis of the left internal jugular vein,True,Chronic thrombosis of left superficial arm vein,0.96142244
any metastatic process,True,Metastatic cancer to eye,0.9079604
the patient &apos;s eosinophilia,False,Relational problems w in-laws,0.84595865
a mild urinary tract infection,True,Lower urinary tract calculus,0.94492406
pulmonary metastases,True,Cancer metastatic to abdominal organ,0.91996527
a slight hoarseness in her voice,True,Numbness and tingling of skin,0.88736194
asymptomatic atrial fibrillation,True,Asymptomatic HIV in pregnancy,0.91422963
her invasive carcinoma,True,"Adenocarcinoma in villous adenoma, unspecified site",0.9194844
hyperthyroidism,True,Hyperthyroidism,1.0
left-sided chest pain,True,Left leg pain,0.93224555
radiating to the right chest,True,Localized swelling on right leg,0.92030114
rapid ventricular response,True,HX of sustained ventricular fibrillation,0.92108774
right dominant coronary artery system,True,Congenital coronary artery fistula,0.92287254
occlusive single vessel disease of the LAD,True,Aortoiliac occlusive disease,0.9326417
the total occlusion,True,Centric occlusion maximum intercuspation discrepancy,0.8998779
too lethargic,True,Left itchy eye,0.89597666
sleepy,True,Corn,0.9691031
significant complication,True,Postoperative complication,0.92783093
the patient 's atrial fibrillation,True,"Atrial fibrillation, persistent",0.911665
his main issue,False,Relational problems w in-laws,0.8290465
one more episode,True,Recurrent pneumonia,0.88965535
an anterior myocardial infarction,True,Postmyocardial infarction syndrome,0.94561076
crushing substernal chest pain,True,Exertional chest pain,0.91941345
crushing chest pain,True,Chest pain,0.9436395
03-Apr mm ST segment elevations in V1,True,Abnl chest MRI,0.9010161
04-Jul mm ST segment elevations across the precordium,True,HX of Glenn shunt,0.89746785
Q&apos;s in V1 and V2,True,Relational problems w in-laws,0.85642445
2 mm ST elevation in AVL,True,HX of non ST elevation MI,0.9160851
"01-Feb mm reciprocal ST depression in II , III , and F.",True,Charcot-Marie-Tooth disease carrier,0.90483373
a 95% proximal left anterior descending lesion,True,Left femur proximal physeal Fx,0.8938998
some mild to moderate disease,True,Transient arthritis,0.8849913
problems,True,Worries,0.9571893
anterior akinesis,True,Left atonic pupil,0.9021685
septal hypokinesis,True,Gallbladder hypoplasia,0.9052296
"2.5 mm horizontal depressions in II , III , and AVF",True,Anus abrasion,0.8829423
1.5 mm downsloping ST depressions in V5 and V6,True,HX of Stanford type B dissecting thoracic aortic aneurysm repair,0.8674817
some anteroseptal redistribution,True,Bilat atrial enlargement,0.88159627
the left anterior descending site was patent,True,Left iliac artery injury,0.93161476
a distal PDA lesion,True,Late lesion of pinta,0.92457277
a circumflex lesion,True,Left cerumen impaction,0.88824105
his bright red blood per rectum,True,Bright red blood per rectum,0.95790803
smoked and drank heavily,True,Never smoked,0.89207315
ashen,True,Aluminosis,0.9026629
diabetes mellitus,True,Neonatal diabetes mellitus,0.91294175
hypercholesterolemia,True,Hypercholesterolemia,0.99999994
cigarette smoking,True,Tobacco smoker,0.9406318
a positive family history,True,Absence of family member due to military deployment,0.8598639
a small nondominant right coronary artery without any lesions,True,Congenital absence of right lower leg and foot,0.89212775
a restenosis of the proximal left anterior descending lesion,True,Occlusion of bypass graft,0.90694153
a lesion in the first OM,True,Right hand pathological fx,0.90157473
a moderately severe left circumflex lesion after the OM3,True,Pulmonary HTN due to left heart disease,0.88362396
an akinetic anterolateral and apical ventricle,True,Bilat multiple precerebral artery syndrome,0.88573474
"0.5 to 1 mm ST depression in II , III , and AVF",True,"Burn, 10-19% BSA",0.8623436
a moderate sized region of ischemic but viable myocardium,True,Late effect of ischemic stroke,0.9018436
left ventricular dysfunction,True,Left ventricular dilatation,0.9577212
smoked heavily,True,Never smoked,0.93912715
emphysema,True,Emphysema,1.0
broncho-alveolar carcinoma,True,"Bronchoalveolar cancer, unspecified site",0.945439
smoking history,True,Tobacco smoker,0.946671
a persistent cough,True,Persistent cough,0.93951035
worsening dyspnea,True,Dyspnea,0.9617244
sweats,True,Night sweats,0.90273917
a loss of weight,True,Loss of height,0.9164549
lower extremity weakness,True,Left lower leg joint pain,0.92098045
A &quot; spot &quot; in the left lower lobe,False,Acquired bilat genu valgum,0.83370936
his pneumonia,True,Acute MI,0.8914351
well differentiated adenocarcinoma,True,"Adenocarcinoma carcinomatosis, unspecified site",0.96351457
occasional sharp pain under his rib cage,True,"Superficial foreign body of buttock, w infection",0.9181049
allergic,True,Allergic disorder,0.9510844
itchiness,True,Pityriasis,0.88731694
thickened pleura,True,Pleural thickening,0.9683782
