Entity,Match,Matched Entity,Score
Atrial Fibrillation:,True,Atrial fibrillation w rapid ventricular response,0.9887427
supratherapeutic INR.,True,Hx of phototherapeutic keratectomy,0.90172696
C. Diff,True,Striae,0.9001973
Pain:,True,Pain crisis,0.9704313
Type 2 Diabetes:,True,Prediabetes,0.9333862
Atrial Fibrillation,True,Chronic atrial fibrillation,0.984798
this infection.,True,Bacterial infection,0.9246598
cellulitic,True,Cellulitis,0.95312476
BP support.,True,BPAP dependence,0.922537
hyperkalemia-treated,True,Hyperkalemia,0.9682432
maintain BP.,True,Elevated BP reading wo HTN diagnosis,0.9030757
"Oliguric,",True,Oliguria,0.9467155
BP remain labile,True,Elevated BP reading wo HTN diagnosis,0.9057315
low HCT.,True,Elevated TSH,0.9310823
sedated.,True,Comfort care only,0.8818855
"UOP >100cc/h,",True,Hx of reverse bilat total shoulder arthroplasty,0.9024734
ARF/Rhabdo,True,HTLV1 carrier,0.91646516
Pain,True,Pain,1.0000002
cellulitis,True,Cellulitis,1.0000002
Acute renal failure-,True,Acute renal insufficiency,0.97203207
pressures in the 60s/30s,False,Effects of high pressure fluids,0.8366796
HAP.,True,Tropical sprue,0.92238855
Atrial fibrillation with RVR:,True,Atrial fibrillation w rapid ventricular response,0.98400587
Diarrhea:,True,Diarrhea,0.9838366
short of breath.,True,Breath holding spell,0.90461355
chest pain.The,True,Chest pain,0.939241
recurrent chest pain,True,Recurrent abdominal pain,0.9535963
Thrombocytopenia:,True,"Thrombocytopenia, unspecified",0.9889517
"thrombocytopenia,secondary",True,"Thrombocytopenia, unspecified",0.9970914
"thrombocytopenia,",True,"Thrombocytopenia, unspecified",0.9923474
"UTI,",True,UTI in pregnancy,0.9147481
complicated cysistits,True,Enterogenous cyst,0.9365529
torn ACL pain,True,Hx of ACL tear reconstruction,0.93432903
pain/temp.,True,RUQ abdominal pain,0.9022314
"Thrombocytopenia,",True,"Thrombocytopenia, unspecified",0.9923474
delirium,True,Delirium,0.99999994
cough.,True,Persistent cough,0.93337643
sore throat.,True,Throat pain,0.95526326
"sob,",True,Shone complex,0.8909291
SOB/Wheezing.,True,Wheezing,0.9359488
blood pressures,True,Blood pressure elevation,0.94501245
"chest pain,",True,Chest pain,0.97504795
pulmonary embolism,True,Cerebral embolism,0.9821389
"Adrenal insufficiency,",True,"Adrenal insufficiency, unspecified",0.9939519
multifocal pneumonia,True,Lobar pneumonia,0.90728736
"HAP,",True,Lop ears,0.92833906
somnolent,True,Hypersomnia,0.92287123
post herpetic neuralgias.,True,Postherpetic neuralgia,0.9639967
zoster related ear pain.,True,Right herpes zoster otitis externa,0.94557244
hospital acquired pneumonia.,True,Hospital acquired pneumonia,0.98237056
adrenal insufficiency,True,"Adrenal insufficiency, unspecified",0.9887294
AF:,True,Orf disease,0.89887106
GI Bleed,True,Gi symptoms,0.9705175
DVT:,True,Hx of DVT,0.8921385
Adrenal Insufficiency:,True,"Adrenal insufficiency, unspecified",0.99047095
chronic anemia,True,Chronic anemia,1.0
supratherapeutic INR,True,Hx of phototherapeutic keratectomy,0.90172696
GI Bleed:,True,Fhx of bleeding disorder,0.9116486
"CP,",True,CNS disease,0.9357824
CP,True,Croup,0.9492941
Hyperlipidemia,True,Hyperlipidemia,1.0
increasing her Na,True,Growing pains,0.8938203
volume repletion.,True,Nutritional edema,0.91326207
antiseizure prophylaxis.,True,Prophylactic antibiotic administration,0.91311765
Hyponatremia,True,Hyponatremia,1.0000002
pressor support,True,Hyperventilation,0.9008762
erythema,True,Erythema,1.0
"CHF,",True,"CHF, stage D",0.9411895
UTI,True,Anuria,0.8865211
pressor support.,True,Hyperventilation,0.9090948
broad spectrum antibiotics coverage.,True,Long term antibiotic therapy,0.9290566
gram negative coverage,True,Gram negative pneumonia,0.9638225
"ischemic event,",True,"Acute stroke due to ischemia, unspecified type and artery",0.9376335
wenkebach rhythm.,True,Pelizaeus Merzbacher disease,0.9236399
low EF.,True,Hx of STI,0.869449
"Hct of 26,",True,Hx of GERD,0.9263472
Facial eccymoses,True,Spontaneous ecchymoses,0.9220871
erythema:,True,Erythema,0.9805947
peri-orbital cellulitis.,True,Right periorbital cellulitis,0.9553808
"peri-orbital cellulitis,",True,Left periorbital cellulitis,0.9538223
fear of bleed.,True,Breath holding spell,0.9077648
"agitation,",True,Comfort care only,0.8971752
Coagulopathy:,True,Coagulopathy due to liver disease,0.96421164
dysrhythmias,True,Cardiac arrhythmia,0.95929986
lower extremity DVT.,True,Hx of lower extremity skin ulcer,0.9092908
Hypernatremia:,True,Hypernatremia,0.9868117
non ST elevation MI,True,Acute non ST elevation MI,0.97409844
"DVT prophylaxis,",True,Prophylactic antibiotic administration,0.9140152
HLD,True,Croup,0.9202393
cardiac catheterization,True,HX of cardiac catheterization,0.9514515
cardiac catheterization.,True,HX of cardiac catheterization,0.9515928
arthralgias.,True,Neurogenic pruritus,0.9093864
complete heart block,True,Right bundle branch block,0.93539846
ST elevations.,True,HX of ST elevation MI,0.93505967
epistasis,False,Divergence anomaly,0.8274026
guaiac positive stools.,True,Stool DNA test positive,0.9291315
cholesterol,True,Hypercholesterolemia,0.9248906
mildly positive urinalysis,True,Abnormality of urination,0.9315567
"stage IIIA carcinosarcoma of the uterus,",True,"Carcinosarcoma, right ovary",0.9392388
"stage I mucinous carcinoma of the ovary,",True,"Mucinous adenocarcinoma, gastrointestinal tract",0.947126
hypoxemic,True,Hypoxemia,0.9759446
her hypotension.,True,Maternal hypotension syndrome,0.95660746
stage IIIA carcinosarcoma of the uterus,True,"Carcinosarcoma, right ovary",0.9392388
stage I mucinous carcinoma of the ovary.,True,"Mucinous adenocarcinoma, gastrointestinal tract",0.947126
Hypercholesterolemia,True,Hypercholesterolemia,0.99999994
stage I mucinous carcinoma of the ovary,True,"Mucinous adenocarcinoma, gastrointestinal tract",0.947126
Hypoxia,True,Hypoxia,0.99999976
her hypotension;,True,Maternal hypotension syndrome,0.94771326
Bilateral erythema,True,Erythema,0.9563489
redness in legs,True,Localized swelling on back,0.9203027
CHF/volume,True,Hx of poisoning,0.87924594
Normocytic Anemia,True,Microcytic anemia,0.96384573
Thrombocytopenia,True,Secondary thrombocytopenia,0.9873035
marrow suppression,True,Bone marrow suppression,0.975629
Uterine & Ovarian cancer,True,"Uterine adnexal cancer, unspecified site",0.9575926
nasal stuffiness.,True,Nasal dryness,0.95371103
"fluid overload,",True,Body fluid retention,0.9251412
"skin infection of the legs,",True,Skin lesion of nose,0.9292692
dehydrated.,True,Dehydration,0.95355475
Crohn's,True,"Crohns disease of unspecified site, in remission",0.9327297
aspiration PNA,True,Aspiration pneumonia,0.9222504
DM2,True,DM 2,0.9518204
possible pneumonia.,True,Recurrent pneumonia,0.9229912
Acute Pancreatitis:,True,Acute pancreatitis,0.9882506
CHF.,True,Orf disease,0.922562
Crohn's:,True,Fhx of Crohns disease,0.93611205
bloody diarrhea,True,Diarrhea,0.97443223
consitpation.,True,Kommerells diverticulum,0.8963249
goal O2 sats of 95% or higher.,True,Centric occlusion maximum intercuspation discrepancy,0.85970616
dystonic reaction,True,Generalized dystonia,0.91029716
pseudomonas infection of stage,True,Pseudomonas enteritis,0.9540854
"residual	O	56
severe	O	56
paraparesis	O	56
due	O	56
to	O	56
combination	O	56
of	O	56
deconditioning	O	56
and	O	56
vincristine	B-ADE	56
toxic	I-ADE	56
polyneuropathy,	I-ADE	56
and	O	56
question	O	56
of	O	56
critical	O	56
illness	O	56
polyneuropathy/myopathy.",True,DM 2 w gastroparesis,0.8911383
polyneuropathy,True,Polyneuropathy,1.0000001
pancytopenia,True,Pancytopenia,0.99999976
Mycoplasma hominis PNA,True,Mycoplasma pneumonia,0.951681
Lower extremity paraparesis,True,"Paraparesis w paraplegia, late effect of stroke",0.9303741
"paraneoplastic syndrome,",True,Paraneoplastic neuropathy,0.95382535
Diffuse Joint Pain,True,Multiple joint pain,0.9446013
HSV,True,RSV pneumonia,0.933844
"HSV,",True,RSV pneumonia,0.93782425
dyspepsia,True,Dyspepsia,1.0000001
zoster infection,True,Herpes zoster,0.94375086
"potassium of 6,",True,Lithium toxicity,0.8720179
ALLERGIES:,True,Oral allergy syndrome,0.9659346
gastrointestinal bleed,True,Gastrointestinal tract cancer,0.9701126
"gastrointestinal bleed,",True,Gastrointestinal tract cancer,0.942333
THROMBOCYTOPENIA,True,Secondary thrombocytopenia,0.9873035
gastrointestinal bleed.,True,Gastrointestinal tract cancer,0.9503578
neuropathic pain.,True,Neuropathic pain,0.9903865
zoster infection.,True,Bilat Herpes zoster iridocyclitis,0.94654554
thrush).,True,Pica in adult,0.91073734
itch,True,Winter itch,0.9334869
scalp rash,True,Skin nodule,0.9358417
body rash,True,Drug rash,0.94441825
SOB/wheezing,True,Wheezing,0.9295641
Wheezes,True,Wheezing,0.97730494
mechanical aortic valve,True,Aortic valve disease,0.9457352
GI bleeding,True,Gi symptoms,0.9719558
GI bleed.,True,GI hemorrhage,0.9260398
"recurrent gi bleeds,",True,Upper GI bleed due to ulcerative esophagitis,0.93491316
bleeding,True,Bleeding,1.0000002
a subtherapeutic INR of 1.9.,True,Hx of phototherapeutic keratectomy,0.9045757
recurrent bleeding.,True,Recurrent bacterial infection,0.95109487
recurrent bleeding,True,Recurrent bacterial infection,0.94068533
bleeding.,True,Breakthrough bleeding,0.94120234
recurrent GI bleeds,True,Upper GI bleed due to ulcerative esophagitis,0.937017
GI bleed/acute,True,Fhx of bleeding disorder,0.9099089
UGIB,True,IUD counseling,0.8781312
"mechanical valve,",True,Heart valve disease,0.9007948
GI bleeding.,True,GI hemorrhage,0.938257
bleeding).,True,Breakthrough bleeding,0.92440856
recurrent GI bleeds.,True,Upper GI bleed due to ulcerative esophagitis,0.93989176
bradycardia,True,Bradycardia,1.0
mechanical valve.,True,Heart valve disease,0.90145314
Bradycardia:,True,Bradycardia,0.98685527
bradycardia.,True,Bradycardia,0.9901
blood pressure control.,True,Blood pressure elevation,0.95697427
#hypothyroidism-continued,True,Hypothyroidism due to thyroiditis,0.95657915
#HL-continued,True,Hgb D trait,0.88528097
#GERD-on,False,Concussion wo LOC,0.83870095
GI bleed,True,Gi symptoms,0.9705175
"cardiac history,",True,Heart murmur,0.86032593
including stents,True,Hx of iliac stent placement,0.911162
"pain/n/v/d/c/melena/brbpr,",True,DM 2 w polyneuropathy,0.85587084
Crohn's Disease:,True,Crohns disease exacerbation of small intestine,0.9536016
DM,True,Secondary dm,0.9502915
CMP,True,CMV pneumonia,0.90140146
"DM,",True,DM 2,0.95223653
pain/weakness.,True,Abdominal muscle pain,0.92961854
HTN/DM.,True,HX of HTN,0.9265754
chronic diastolic CHF/CMP:,True,"CHF, left ventricular",0.8941407
DM:,True,Secondary dm,0.93081903
Pancreatic insufficiency:,True,Pancreatic insufficiency,0.9932742
Chronic neuropathic/radicular pain:,True,Idiopathic peripheral neuropathy,0.9352351
"mental status changes,",True,Decline in functional status,0.91499084
h/o TIA symptoms:,True,Secondary narcolepsy w cataplexy,0.90989566
secondary prevention.,True,Low fall risk,0.88932467
itching,True,Dry skin,0.9195252
weight >195 lbs.,True,Severe obesity (BMI >= 40),0.87068427
pain:,True,Pain crisis,0.9704313
Crohn's Disease,True,Crohns disease of colon,0.94961137
infected knee.,True,Acute orbital inflammation,0.90772855
chelation therapy,True,Supplemental oxygen dependence,0.8999331
CAP/neutropenic,True,"Neutropenic fever, unspecified",0.9384241
"pancytopenia,",True,Pancytopenia,0.9784417
febrile,True,Simple febrile seizure,0.95839393
galactomannan,True,Galactosemia,0.93684095
aspergillus,True,Aspergillus pneumonia,0.98118377
"VRE coverage,",True,Declines strep pneumonia vaccination,0.89327645
PCP,True,CPAP dependence,0.9250515
"A-fib,",True,Abnl laboratory finding,0.8860601
Gastric ulcer,True,Acute gastric ulcer,0.9799274
wheezes,True,Wheezing,0.97730494
pulmonary edema,True,Pulmonary edema,0.99999964
"wheezes,",True,Wheezing,0.95468163
sob.,True,MSSA pneumonia,0.9139315
Afib.,True,Abnl abdominal MRI,0.9226576
hypertension.,True,Hypertensive urgency,0.9643941
heart failure.,True,Left heart failure,0.9541591
Acute diastolic,True,Left ventricular diastolic dysfunction,0.92135733
heart failure:,True,Left heart failure,0.9422114
"Gram positive bacteremia,",True,Gram neg bacteremia,0.95858175
proteinuria:,True,Proteinuria,0.9602687
"Altered mental status,",True,"Mental status, transient alteration",0.9192441
unresponsiveness,True,Slowness and poor responsiveness,0.8998378
"proteinuria,",True,Persistent proteinuria,0.95621765
dCHF.,True,AICD infection,0.9307367
Hypokalemia-,True,Hypokalemia,0.98162484
Long QT:,True,Long QT syndrome,0.9465895
DVT PPx:,True,Hx of DVT,0.9403693
Altered mental status,True,"Mental status, transient alteration",0.9106895
"leg swelling,",True,Leg edema,0.9304347
Blood pressure,True,Blood pressure elevation,0.966385
leg swelling,True,Leg edema,0.9436157
desentization,True,Presence of pessary,0.8817774
hives,True,IUD surveillance,0.9142076
profuse vomiting.,True,Bilious vomiting in newborn,0.9499029
desensitization,True,Cholinergic crisis,0.87608004
CAD.,True,Secondary dm,0.899332
desentization.,True,Hx of Graves disease,0.9045243
allergy,True,Allergy testing,0.9688797
Endo:,True,Exostosis,0.8575207
PPX:,True,PPD positive,0.92314005
myasthenia,True,Congenital myasthenia,0.9394249
MG,True,Nausea,0.87604487
Afib with RVR,True,TB of CNS,0.92892337
#NAME?,False,Right nursemaids elbow,0.810593
acutely bradycardic,True,Bradycardia,0.95301235
myasthenia.,True,Myasthenic syndrome in other disease,0.9476086
Myasthenia,True,Congenital myasthenia,0.9394249
"vomiting,",True,Vomiting,0.95427674
"nausea,",True,Nausea and vomiting,0.9340644
"chills,",True,Chills,0.9685122
pruritis,True,Pruritus,0.9869154
antibiotic prophylaxis,True,Prophylactic antibiotic administration,0.9761445
chills.,True,Chills,0.9767187
blood pressure,True,Blood pressure elevation,0.966385
blood pressure.,True,Blood pressure elevation,0.9708721
anaphylactic reaction,True,Anaphylactic shock,0.97734827
"pruritis,",True,Pruritus,0.9806158
"facial erythema/edema,",True,Nonbullous erythema multiforme,0.94349474
anaphylactic exposure,True,Anaphylactic shock,0.9864143
pain/diarrhea/vomiting:,True,"Nausea, vomiting and diarrhea",0.93247294
CAD/HTN:,True,Hx of CNS infection,0.93027955
insomnia,True,Insomnia,1.0
headache,True,Headache,0.99999994
hemodynamically unstable,True,Hypovolemic shock,0.9021649
metabolic acidosis.,True,Metabolic alkalosis,0.96844345
"metabolic acidosis,",True,Respiratory acidosis,0.9606221
metabolic acidosis,True,Respiratory acidosis,0.97825444
fungal infection,True,Fungal pneumonia,0.9859544
fungal process,True,Fungal pneumonia,0.95946705
periorbital edema,True,Left periorbital edema,0.9836611
"diffuse skin etyhema,",True,Nonbullous erythema multiforme,0.94227326
elevated LFT's,True,Elevated LDH,0.92471874
eosinophilia,True,Pulmonary eosinophilia,0.98090357
pleuritic chest pain,True,Pleuritic chest pain,0.99999976
bipolar disease,True,"Bipolar 2 disorder, depressed episode in full remission",0.9457138
'unresponsive',True,Slowness and poor responsiveness,0.881203
no breathing or radial pulse for 20 seconds.,True,Right finger stress fx,0.8712108
hypotensive episodes.,True,Hypotension,0.96000946
"bipolar disease,",True,"Bipolar 2 disorder, depressed episode in full remission",0.9547242
"failure to thrive,",True,"Failure to thrive, child",0.9837049
no breathing or radial pulse for 20 seconds,True,Right finger stress fx,0.8712108
"hypotensive episodes,",True,Hypotension,0.95958257
Arrythmias:,True,Cardiac arrhythmia in childbirth,0.94146013
V-[**Last,False,Abnl thallium stress test,0.84428537
rate control,True,Conversion disorder,0.892748
V-[**Year,False,"Hx of MI, type 2",0.8404923
renal insufficiency,True,Renal insufficiency,0.99999976
Type two diabetes mellitus,True,Neonatal diabetes mellitus,0.92202145
bleeding duodenal ulcers,True,Acute duodenal ulcer,0.9709586
elevated gastrin levels,True,Gastrinoma,0.91939604
elevated gastrin levels.,True,Gastric motor function disorder,0.91096395
C. Difficile Colitis:,True,C difficile infection,0.96852016
c. difficile.,True,C difficile infection,0.9732491
c. difficile,True,C difficile infection,0.96848345
UTI).,True,Bacterial UTI,0.91334206
depression,True,Fatigue,0.93985194
"serotonin syndrome,",True,Serotonin syndrome,0.9744074
toxicity,True,Confusion,0.954096
"depression,",True,Depression in pregnancy,0.92642164
failure to thrive,True,Failure to thrive in newborn,0.9395499
depression.,True,Mood swings,0.95473933
Dementia:,True,"Dementia due to Picks disease, unspecified severity",0.94678396
"unresponsive episodes,",True,Slowness and poor responsiveness,0.89207745
serotonin syndrome.,True,Serotonin syndrome,0.9783955
Acalculus Cholecystitis:,True,Acalculous cholecystitis,0.9508789
"persistent leukocytosis,",True,Leukocytosis,0.96142703
gram negative coverage.,True,Gram negative pneumonia,0.93108463
persistent leukocytosis.,True,Leukocytosis,0.96583104
Conjunctivitis:,True,Left bacterial conjunctivitis,0.9635707
vomiting,True,Vomiting,0.99999976
loss of balance,True,Loss of appetite,0.94341576
alopecia,True,Alopecia,0.9999999
thrush.,True,Periostitis,0.92070967
rash.,True,Drug rash,0.93552834
failure to thrive.,True,"Failure to thrive, child",0.9782613
"bleed from your gastrointestinal tract,",True,Burn of gastrointestinal tract,0.9395446
"GERD,",True,IUD surveillance,0.9333533
atelectasis.,True,Atelectasis,0.9543183
RR went down to 8,True,Abnl lead level in blood,0.8581834
hypoxia,True,Hypoxia,0.99999976
atelectasis,True,Atelectasis,1.0000002
low RR,True,Elevated TSH,0.90447426
post-op pain,True,Postop fever,0.9252795
"dehydration,",True,Dehydration,0.98211634
aspiration pneumonia.,True,Aspiration pneumonia,0.98464197
drowsy.,True,Drowsiness,0.95357656
improved hemostasis.,True,Adverse effect of hemostatic drug,0.9171637
S. aureus and,True,Staph aureus pneumonia,0.9529542
B. fragilis bacteremia.,True,Bacillus fragilis infection,0.94471616
secretions,True,Appetite increased,0.89614284
maintain pressures.,True,Effects of high pressure fluids,0.90484935
bleed:,True,Breakthrough bleeding,0.92144674
bleed,True,Bleeding,0.9734144
bleed.,True,Breakthrough bleeding,0.94012254
heart rate was controlled,True,Hx of bradycardia,0.88784796
#Bacteremia:,True,MRSA bacteremia,0.9476761
"coag-negative S. aureus,",True,Staph aureus pneumonia,0.92656386
B. fragilis.,True,Bacillus fragilis infection,0.94861555
creatinine increase,True,Elevated serum creatinine,0.9533872
secretions.,True,Salivary secretion disturbance,0.9051845
History of DVT,True,Hx of recurrent DVT,0.94130284
"wheezing,",True,Wheezing,0.97559863
dyscomfort.,True,Dysmetria,0.91207635
Asthma/COPD,True,Mild persistent asthma w acute exacerbation,0.93593776
cramps,True,Cramp,0.9729948
Constipation,True,Constipation,1.0
SOB/Wheezing,True,Wheezing,0.9295641
abdominal cramps.,True,Bilat leg cramps,0.9409001
"angioedema,",True,Angioedema,0.9844896
Prophylaxis:,True,Prophylactic antibiotic administration,0.94656837
"rash,",True,Drug rash,0.92481774
superficial phlebitis,True,Infusion phlebitis,0.94140506
test.,False,Postop fever,0.8455584
acute renal failure,True,Acute renal insufficiency,0.9743974
"morbilliform rash,",True,Vulvar rash,0.91406876
anaphylactic shock,True,Anaphylactic shock,0.9999995
Hepatitis C Cirrhosis,True,Alcoholic cirrhosis,0.9606376
Hepatocellular Carcinoma:,True,Hepatocellular carcinoma,0.9918389
Hypothyroid:,True,Hypothyroidism,0.978933
low blood pressure.,True,Low blood pressure reading,0.9859623
reaction,True,Reactive confusion,0.9084557
"DVT,",True,Hx of DVT,0.9356859
large DVT clot burden.,True,Abnl coagulation profile,0.92037714
long-term anticoagulation.,True,Long term anticoagulant therapy,0.977731
Leukopenia.,True,Leukopenia,0.98197746
Hyperlipidemia.,True,Hyperlipidemia,0.9840772
"LFT's were elevated,",True,Abnl hormone level in digestive organ or abdominal cavity specimen,0.8946253
urine output.,True,Body fluid retention,0.90849286
"shaking chills,",True,Chills,0.8997917
Immunosuppression:,True,Immunosuppression related infection,0.97345895
aggressive pain control,True,Generalized pain,0.91269124
"sedated,",True,"Hx of sedative, hypnotic or anxiolytic use disorder",0.8660815
"worsening multifocal pneumonia,",True,Acute generalized peritonitis,0.9139063
Pulmonary edema/Acute,True,Acute pulmonary edema,0.96700454
SVT,True,HIV positive,0.9052036
SVT:,True,HIV positive,0.9194937
anemia.,True,Anemia,0.9659543
extremity erythema and itching,True,Nonbullous erythema multiforme,0.9423633
breast cancer,True,Breast disease,0.9563128
stage I,True,Croup,0.89653075
breast cancer.,True,Breast disease,0.95386916
rash).,True,Drug rash,0.9194958
breast ca,True,Breast disease,0.9308542
healthcare-associated pneumonia,True,Hospital acquired pneumonia,0.94046354
resuscitation,True,Asphyxiation,0.8980782
thyroid ca,True,Thyroid injury,0.9637094
"metastatic disease,",True,Metastatic cancer to eye,0.9321479
metastatic disease,True,Metastatic cancer to eye,0.9358528
metastatic disease:,True,Metastatic cancer to eye,0.9430498
thrush:,True,Periostitis,0.9178564
HIT positive.,True,Lop ears,0.8706341
Temps as high as 102.+,False,Abnl plasma viscosity,0.8426166
"AML/MDS,",True,Hx of bilat salpingo oophorectomy,0.87200207
"headache,",True,Tension headache,0.94070864
"shortness of breath,",True,Dyspnea,0.9058687
"1.)AML,",True,Bilat lower entropion,0.8649764
AML,True,PPD positive,0.897378
shortness of breath/wheezing,True,Wheezing,0.90627223
for coverage of severe CAP.,True,Adverse effect of bacterial vaccine,0.889823
DVT prophylaxis.,True,Prophylactic antibiotic administration,0.92155904
Altered/Persistent Depressed mental status:,True,Adjustment disorder w depressed mood,0.91653335
sedation,True,Drowsiness,0.8878918
Fevers:,True,Scarlet fever,0.92797387
"SOB,",True,Shone complex,0.8909291
Wheezing,True,Wheezing,1.0000001
volume overload,True,Transfusion induced iron overload,0.8936608
mouth/throat pain,True,Throat pain,0.9354034
ESRD,True,Croup,0.9263179
BiV pacer,True,Cardiovascular device protrusion,0.8828754
DMII,True,Gi symptoms,0.9252101
a-fib,True,IUD counseling,0.89457977
HD catheter infection,True,Catheter infection,0.95189273
increased INR.,True,HX of CABG,0.91819036
INR normalized,True,HTN in pregnancy,0.9049262
line infection.,True,Viral infection,0.91221035
#Hypothyroidism:,True,Hypothyroidism due to thyroiditis,0.9484062
Systolic CHF:,True,Left ventricular diastolic dysfunction,0.91612756
Diabetes type II:,True,Type 2 MI,0.9259729
Left phantom,False,Phantom limb syndrome w pain,0.8344436
limb pain.,True,Generalized pain,0.94362813
wheeze,True,Wheezing,0.98877084
limb pain,True,Back pain,0.9278291
severe constipation.,True,Constipation,0.96857446
coagulopathy,True,Coagulopathy due to liver disease,0.9492266
bradycardic,True,Bradycardia,0.9861206
SBP 80s,True,Strep carrier,0.9037515
"bradycardic,",True,Bradycardia,0.9759886
"SBP 80s,",True,BPAP dependence,0.91710424
3)Bradycardia:,True,"Sinus bradycardia, persistent",0.9522191
4)Meningitis:,True,Hx of meningitis,0.9381749
"listeria,",True,Listeriosis,0.93698996
Staph/Strep,True,Abnl CBC,0.9123139
5)Hypothyroidism:,True,Hypothyroidism,0.9579992
6)Coagulopathy:,True,Hx of coagulopathy,0.9385863
neuropathy,True,Neuropathy,1.0000001
SIRS/septic,True,Neonatal sepsis due to E coli,0.893085
hypoglycemia,True,Hypoglycemia,0.9999998
Hyperlipdemia,True,Hyperlipidemia,0.9625014
prevent DVT,True,Hx of DVT,0.94575644
"Diabetes, Type 2",True,Prediabetes,0.91809833
"bacteria in your blood,",True,Occult blood in stool,0.90542024
INR was corrected,True,HX of LASIK,0.9217454
hemorrhage.,True,Pulmonary hemorrhage,0.9684681
hemorrhage,True,Pulmonary hemorrhage,0.966727
Paroxysmal atrial fibrilation,True,"Atrial flutter, paroxysmal",0.952213
intoxication,True,Potassium intoxication,0.9327727
changes in your mental status,True,"Mental status, transient alteration",0.87871164
fungus.,True,Fungal pneumonia,0.91293085
Shingles,True,Prickly heat,0.8963322
stomach,True,Deaf,0.9503194
TLS.,True,MRSA carrier,0.9340998
"worsening lactic acidosis,",True,"Lactic acidosis, unspecified",0.9310067
renal failure,True,Renal failure,0.9999999
mucositis,True,ulcerative mucositis due to nonantineoplastic drugs,0.9426961
Pneumonia-,True,Bacterial pneumonia,0.9512712
Rash-,True,Drug rash,0.9497643
Fluid retention:,True,Body fluid retention,0.9538666
chemotherapy regimen.,True,Hx of chemotherapy,0.9174616
Shingles-,True,Rosacea,0.89029527
BPH,True,IUD surveillance,0.93864906
Mucositis.,True,ulcerative mucositis due to nonantineoplastic drugs,0.9600493
retaining fluid,True,Body fluid retention,0.9036463
blood counts,True,Whole blood donor,0.91468483
prevention of infection,True,Infectious disease carrier,0.9218379
pain;,True,Pain crisis,0.93235224
constipation;,True,Constipation,0.97317934
fluid in your legs,True,Bilious vomiting in newborn,0.8809494
mucositis pain,True,ulcerative mucositis due to nonantineoplastic drugs,0.96018803
stroke,True,Fatigue,0.9087984
"stroke,",True,Vascular headache,0.9035456
hypernatremia,True,Hypernatremia,1.0000001
stroke:,True,Vascular headache,0.91747487
cataracts,True,Left cataract,0.92344385
glaucoma:,True,Bilat glaucoma suspect,0.9671935
glaucoma,True,Juvenile glaucoma,0.96871936
acute drop in your blood count.,True,"Pressure ulcer of right hip, unspecified stage",0.8556248
"FSG 30,",True,TB of CNS,0.9126713
"hyponatremia to 120,",True,Hyponatremia,0.97992885
concern for sepsis,True,Adjustment to life threatening illness,0.89787626
"Diabetes Mellitus, type 2",True,Neonatal diabetes mellitus,0.9170389
Hypoglycemia:,True,Hypoglycemia,0.98738754
"afib,",True,Abnl weight loss,0.8985063
Hypoglycemia/Type,True,Hypoglycemia,0.978383
Hypoglycemia,True,Hypoglycemia,0.9999998
"Chronic diastolic heart failure,",True,"Diastolic heart failure, chronic",0.9757864
Chronic diastolic heart failure;,True,"Diastolic heart failure, chronic",0.97308385
AMS.,True,MSSA carrier,0.9285332
copd exacerbation.,True,"CHF exacerbation, unspecified",0.9586203
mental status.,True,Decline in functional status,0.8969254
AMS,True,Melena,0.91695607
overdose,True,Drug overdose,0.960129
respiratory status.,True,Respiratory abnormality,0.93976283
mental status,True,Impaired mobility,0.914891
Acute on Chronic Renal Failure,True,Acute on chronic renal failure,0.99999994
Restless Leg syndrome,True,Restless legs syndrome,0.98508686
overdosed,True,Underdosing of drug,0.9186801
IPF,True,IUD removal,0.9191208
"mechanical mitral valve,",True,Mitral valve disorder,0.9337604
mechanical mitral valve,True,Mitral valve disorder,0.9269877
chronic obstructive pulmonary disease:,True,Chronic obstructive asthma,0.95003724
idiopathic pulmonary fibrosis,True,Idiopathic pulmonary fibrosis,1.0
idiopathic pulmonary fibrosis.,True,Idiopathic pulmonary fibrosis,0.99304044
"IPF,COPD,anemia,",True,Fhx of anemia,0.92355704
"mechanical mitral valve,and",True,Mitral and aortic valve stenoses,0.93210095
esophageal varaces.,True,Esophageal varices,0.9565088
"IPF,",True,IUD removal,0.93697524
dyspnea,True,Dyspnea,0.9999998
her heart valve.,True,Prosthetic heart valve leakage,0.9292485
"RUL HAP,",True,TB of GI system,0.9376019
HCAP,True,Rh negative,0.91752726
"c.diff,",True,Abnl chest MRI,0.8827209
c.diff.,True,Striae,0.8875867
INR of 10,True,HX of LASIK,0.8865801
mechanical mitral valve.,True,Mitral valve disorder,0.9447554
supratherapeutic PTT,True,Hx of phototherapeutic keratectomy,0.8995959
Esophageal Varices.,True,Esophageal varices,0.9925592
Health Care Associated Pneumonia,True,Hospital acquired pneumonia,0.92292875
C. Difficile infection,True,C difficile infection,0.9851648
Congestive Heart Failure,True,"Systolic heart failure, unspecified acuity",0.9489633
Mitral Valve Replacement;,True,Aortic valve disease,0.928902
Arrythmia,True,Cardiac arrhythmia,0.92264056
goal inr 2.5 - 3.5.,True,Abnl increase in body height,0.87799466
RR< 12,True,Hx of blood disease,0.8776627
